#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassAvg,#PassNetYards,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveXP,#DefensiveTD,#DefensiveTwoPt,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
65006,2021-10-31,20:25:00 GMT,71,TB,Tampa Bay,Buccaneers,70,NO,New Orleans,Saints,1398,Caesars Superdome,70,NO,New Orleans,Saints,39,22,56.4,39.0,215,5.5,209,5.2,209.0,2,5.1,0,0.0,38,1,0,1,6,89.2,32,32.0,152,4.8,152.0,1,22,8,25.0,2,0,1,22,215,9.8,215.0,2,38,12,1,0,0,35,35,0,3,27,1,2,1,66,33.0,40,6,21,31,0,0,1,0,1,1,1,0,2,0,2,69,34.5,36,0,2,0,0,0,1,12,12.0,12,0,0,0,2,0,0,3,3,100.0,0,0,0.0,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0.0,35,0,3,4,75.0,12,0.0,8,518,0,64.8,7,1,17,17.0,0,0,0,3,158,144,63,52.7,48.0,0,0,0,1,33.3,0,0.0,0,3,14,4.7,0,0,0,0,0,0,1,1,0,26,12,8,6,5,15,33.3,2,3,66.7,2,10,72,361,5.0,3,1,0,0,0,0,1.0,36,27,9,76,61,29
65016,2021-11-01,00:15:00 GMT,53,NYG,New York,Giants,73,KC,Kansas City,Chiefs,1365,GEHA Field at Arrowhead Stadium,53,NYG,New York,Giants,33,23,69.7,33.0,241,7.3,228,6.3,228.0,2,6.1,1,3.0,50,3,2,3,13,98.2,20,20.0,72,3.6,72.0,0,14,3,15.0,0,0,0,23,241,10.5,241.0,2,50,10,3,2,0,42,74,32,2,14,1,1,0,0,0.0,0,5,28,20,0,0,2,0,2,2,1,13,3,0,3,53,17.7,19,0,0,0,0,0,2,0,0.0,0,0,0,0,2,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,23,0,2,2,100.0,5,0.0,4,255,0,63.8,4,0,0,0.0,0,0,0,5,215,215,51,43.0,43.0,0,2,2,2,40.0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,18,10,3,5,4,12,33.3,1,2,50.0,10,88,56,300,5.4,2,0,1,0,0,0,0.0,17,20,-3,60,81,25
65005,2021-10-31,17:00:00 GMT,57,CIN,Cincinnati,Bengals,51,NYJ,New York,Jets,1132,MetLife Stadium,51,NYJ,New York,Jets,49,39,79.6,49.0,422,8.6,414,8.1,414.0,3,6.1,2,4.1,30,5,0,2,8,106.0,27,27.0,97,3.6,97.0,1,18,6,22.2,0,0,0,39,435,11.2,435.0,3,30,23,5,0,0,34,50,16,3,32,2,1,0,1,1.0,1,7,24,37,0,0,1,1,1,0,0,0,0,0,2,59,29.5,35,0,2,0,0,0,1,16,16.0,16,0,0,0,2,0,0,2,3,66.7,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,0,1,0.0,24,0,2,2,100.0,8,0.0,7,452,0,64.6,6,1,18,18.0,0,0,0,1,45,45,45,45.0,45.0,0,0,0,0,0.0,0,0.0,1,0,0,0.0,2,1,2,1,0,0,0,0,0,32,23,6,3,6,11,54.6,0,0,0.0,8,46,78,511,6.6,4,1,0,0,0,0,1.0,34,31,3,84,55,28
65012,2021-10-31,17:00:00 GMT,54,PHI,Philadelphia,Eagles,61,DET,Detroit,Lions,1106,Ford Field,54,PHI,Philadelphia,Eagles,16,11,68.8,16.0,114,7.1,114,7.1,114.0,0,0.0,0,0.0,19,0,0,0,0,89.1,46,46.0,236,5.1,236.0,4,21,19,41.3,2,0,0,11,114,10.4,114.0,0,19,6,0,0,0,45,63,18,6,51,3,0,0,0,0.0,0,3,20,53,0,0,0,0,3,0,1,33,1,1,1,21,21.0,23,0,1,0,0,0,1,12,12.0,12,0,0,0,1,0,0,3,3,100.0,0,0,0.0,1,1,100.0,0,0,0.0,2,2,100.0,0,0,0.0,43,0,5,5,100.0,14,0.0,9,593,0,65.9,5,4,126,31.5,0,0,0,1,47,36,47,47.0,36.0,0,0,0,0,0.0,0,0.0,0,1,11,11.0,0,0,0,0,0,0,1,1,0,27,6,19,2,5,10,50.0,0,0,0.0,2,15,62,350,5.6,5,1,0,0,0,0,1.0,44,6,38,65,62,25
65011,2021-10-31,17:00:00 GMT,59,PIT,Pittsburgh,Steelers,58,CLE,Cleveland,Browns,1101,FirstEnergy Stadium,59,PIT,Pittsburgh,Steelers,35,22,62.9,35.0,266,7.6,255,6.9,255.0,1,2.9,0,0.0,50,4,1,2,11,95.6,32,32.0,115,3.6,115.0,1,16,8,25.0,0,0,0,22,266,12.1,266.0,1,50,13,4,1,0,42,61,19,4,15,3,0,0,0,0.0,0,2,21,19,0,0,1,0,1,1,1,0,2,0,2,44,22.0,25,0,1,0,0,0,2,29,14.5,19,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,31,0,0,0,0.0,3,0.0,4,231,1,57.8,2,1,10,10.0,0,0,0,4,176,175,56,44.0,43.8,0,1,0,1,25.0,0,0.0,1,2,1,0.5,2,0,2,0,0,0,0,0,0,21,13,7,1,4,13,30.8,2,4,50.0,8,65,69,370,5.4,2,1,0,0,0,0,1.0,15,10,5,74,59,19
65013,2021-10-31,17:00:00 GMT,78,SF,San Francisco,49ers,60,CHI,Chicago,Bears,1098,Soldier Field,78,SF,San Francisco,49ers,56,34,60.7,56.0,322,5.8,322,5.8,322.0,0,0.0,0,0.0,83,10,4,0,0,76.6,26,26.0,145,5.6,145.0,3,39,18,69.2,6,0,0,34,648,19.1,648.0,0,83,24,10,4,0,110,132,22,8,54,3,1,0,40,40.0,40,4,44,94,0,0,0,0,2,0,0,0,0,0,1,29,29.0,29,0,2,0,0,0,2,28,14.0,21,0,2,0,0,0,0,4,5,80.0,0,0,0.0,2,2,100.0,2,2,100.0,2,4,50.0,2,2,100.0,52,0,1,2,50.0,13,0.0,7,908,0,129.7,1,12,312,26.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,1,1,1,0,0,0,0,0,21,12,9,0,8,20,40.0,2,2,100.0,7,55,54,467,8.6,3,1,0,0,0,0,1.0,33,22,11,56,70,27
65009,2021-10-31,20:05:00 GMT,66,JAX,Jacksonville,Jaguars,79,SEA,Seattle,Seahawks,1352,Lumen Field,79,SEA,Seattle,Seahawks,24,20,83.3,24.0,195,8.1,160,5.9,160.0,2,8.3,0,0.0,28,3,0,3,35,128.3,25,25.0,69,2.8,69.0,1,12,5,20.0,0,0,0,20,195,9.8,195.0,2,28,9,3,0,0,47,78,31,1,11,4,1,0,9,9.0,9,13,25,12,0,0,0,0,0,0,0,0,0,0,2,65,32.5,44,1,2,1,0,0,1,20,20.0,20,0,1,0,2,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,31,0,4,4,100.0,7,0.0,6,367,0,61.2,1,5,95,19.0,0,0,0,5,226,209,59,45.2,41.8,0,0,0,4,80.0,0,0.0,3,2,17,8.5,0,0,0,0,0,0,0,1,0,17,9,5,3,3,10,30.0,1,1,100.0,5,40,52,229,4.4,3,1,0,0,0,0,1.0,31,7,24,57,76,23
65006,2021-10-31,20:25:00 GMT,71,TB,Tampa Bay,Buccaneers,70,NO,New Orleans,Saints,1398,Caesars Superdome,71,TB,Tampa Bay,Buccaneers,41,28,68.3,41.0,375,9.2,350,8.0,350.0,4,9.8,2,4.9,50,6,3,3,25,109.3,14,14.0,71,5.1,71.0,0,24,3,21.4,1,0,0,28,375,13.4,375.0,4,50,13,6,3,0,43,43,0,1,6,3,0,0,0,0.0,0,5,23,14,0,0,1,1,0,0,0,0,0,0,1,17,17.0,17,0,0,0,0,0,3,14,4.7,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3,3,100.0,3,0.0,5,342,0,68.4,3,2,69,34.5,0,0,0,3,126,114,54,42.0,38.0,0,0,0,2,66.7,0,0.0,2,1,12,12.0,1,0,0,0,1,0,0,0,0,16,13,3,0,8,13,61.5,0,1,0.0,11,99,58,421,7.3,4,0,1,0,0,0,0.0,27,36,-9,61,76,29
65007,2021-10-31,17:00:00 GMT,67,TEN,Tennessee,Titans,65,IND,Indianapolis,Colts,1111,Lucas Oil Stadium,67,TEN,Tennessee,Titans,34,23,67.6,34.0,265,7.8,247,6.7,247.0,3,8.8,2,5.9,57,1,1,3,18,95.8,31,31.0,93,3.0,93.0,0,13,6,19.4,0,0,1,23,265,11.5,265.0,3,57,10,1,1,0,46,70,24,1,7,3,2,1,16,8.0,14,10,28,9,0,0,1,0,1,1,1,0,2,0,0,0,0.0,0,0,0,0,0,0,2,21,10.5,19,0,0,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,46,0,4,4,100.0,10,0.0,7,456,0,65.1,4,3,76,25.3,0,0,0,4,188,161,52,47.0,40.2,0,1,0,2,50.0,0,0.0,1,2,27,13.5,0,0,0,0,0,0,1,1,0,18,10,6,2,8,17,47.1,2,2,100.0,11,161,68,340,5.0,3,1,0,0,1,0,1.0,34,31,3,73,80,31
65004,2021-10-31,20:25:00 GMT,55,WAS,Washington,Football Team,72,DEN,Denver,Broncos,1289,Empower Field at Mile High,55,WAS,Washington,Football Team,39,24,61.5,39.0,270,6.9,230,5.2,230.0,1,2.6,2,5.1,27,5,0,5,40,69.4,24,24.0,112,4.7,112.0,0,13,6,25.0,0,0,1,24,270,11.2,270.0,1,27,14,5,0,0,30,30,0,4,23,0,0,0,0,0.0,0,2,14,30,0,0,2,0,1,2,1,0,3,0,0,0,0.0,0,0,0,0,0,0,1,12,12.0,12,0,0,0,2,0,2,1,3,33.3,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0,1,1,100.0,52,0,1,1,100.0,4,0.0,3,195,0,65.0,3,0,0,0.0,0,0,0,1,66,51,66,66.0,51.0,0,0,0,0,0.0,0,0.0,0,1,15,15.0,0,0,0,0,0,0,0,0,0,21,14,6,1,5,15,33.3,1,5,20.0,4,29,68,342,5.0,1,0,1,0,0,0,0.0,10,17,-7,70,53,19
