#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassAvg,#PassNetYards,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
46007,2018-10-04,00:20:00 GMT,65,IND,Indianapolis,Colts,50,NE,New England,Patriots,1129,Gillette Stadium,50,NE,New England,Patriots,44,34,77.3,44.0,341,7.8,341,7.8,341.0,3,6.8,2,4.6,34,2,0,0,0,102.6,23,23.0,97,4.2,97.0,2,34,7,30.4,1,0,0,34,341,10.0,341.0,3,34,18,2,0,0,46,78,32,1,10,2,2,0,30,15.0,28,9,24,31,0,0,0,0,1,0,1,0,1,0,1,26,26.0,26,0,1,0,0,0,2,25,12.5,15,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,45,0,5,5,100.0,8,0.0,7,440,0,62.9,6,1,15,15.0,0,0,0,4,193,155,59,48.2,38.8,0,1,0,1,25.0,0,0.0,1,2,38,19.0,0,0,0,0,0,0,26,18,7,1,5,10,50.0,0,0,0.0,7,50,67,438,6.5,5,1,0,0,0,0,1.0,38,24,14,0,0,0
46021,2018-10-08,00:15:00 GMT,55,WAS,Washington,Redskins,70,NO,New Orleans,Saints,1252,Mercedes-Benz Superdome,70,NO,New Orleans,Saints,29,26,89.7,29.0,363,12.5,349,11.3,349.0,3,10.3,0,0.0,62,7,2,2,14,153.2,32,32.0,98,3.1,98.0,3,9,7,21.9,0,0,0,26,387,14.9,387.0,3,62,15,7,2,0,40,50,10,3,42,0,1,0,77,77.0,77,6,25,99,0,0,2,1,1,1,1,0,2,0,2,43,21.5,30,0,1,0,0,0,1,0,0.0,0,0,0,0,2,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,44,0,4,5,80.0,7,0.0,8,518,0,64.8,6,2,45,22.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0,1,0,27,15,8,4,5,9,55.6,0,0,0.0,4,45,63,447,7.1,6,1,0,0,0,0,1.0,43,19,24,0,0,0
46014,2018-10-07,17:00:00 GMT,53,NYG,New York,Giants,69,CAR,Carolina,Panthers,1096,Bank of America Stadium,53,NYG,New York,Giants,37,23,62.2,37.0,383,10.4,382,10.0,382.0,3,8.1,2,5.4,57,7,2,1,1,101.5,16,16.0,50,3.1,50.0,0,30,3,18.8,2,0,0,22,383,17.4,383.0,3,57,15,7,2,0,40,63,23,1,5,9,2,0,41,20.5,29,5,26,38,0,0,1,1,1,0,0,0,0,0,3,79,26.3,29,0,3,0,0,0,3,26,8.7,15,0,0,0,0,0,0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,1,1,100.0,53,0,2,2,100.0,11,0.0,6,390,0,65.0,6,0,0,0.0,0,0,0,2,99,102,51,49.5,51.0,0,0,0,2,100.0,0,0.0,1,1,-3,-3.0,1,1,1,1,0,0,18,15,3,0,0,7,0.0,1,2,50.0,8,62,54,456,8.4,3,0,1,0,0,0,0.0,31,33,-2,0,0,0
46010,2018-10-07,17:00:00 GMT,72,DEN,Denver,Broncos,51,NYJ,New York,Jets,1132,MetLife Stadium,51,NYJ,New York,Jets,22,10,45.4,22.0,198,9.0,189,8.2,189.0,3,13.6,1,4.6,76,3,1,1,9,98.1,38,38.0,323,8.5,323.0,1,77,11,29.0,2,2,1,10,198,19.8,198.0,3,76,7,3,1,0,54,66,12,4,33,9,1,0,103,103.0,103,5,26,137,0,0,1,1,2,0,0,0,0,0,2,30,15.0,22,0,1,0,0,0,4,71,17.8,51,0,1,1,2,0,0,2,3,66.7,0,0,0.0,0,0,0.0,1,2,50.0,1,1,100.0,0,0,0.0,49,0,4,4,100.0,10,0.0,7,462,0,66.0,6,1,27,27.0,0,0,0,3,134,133,46,44.7,44.3,0,0,0,2,66.7,1,33.3,1,1,1,1.0,0,0,0,0,0,0,19,7,11,1,6,13,46.2,0,0,0.0,4,33,58,499,8.6,4,1,0,0,0,0,1.0,34,16,18,0,0,0
46019,2018-10-07,20:25:00 GMT,63,MIN,Minnesota,Vikings,54,PHI,Philadelphia,Eagles,1138,Lincoln Financial Field,54,PHI,Philadelphia,Eagles,35,24,68.6,35.0,311,8.9,216,5.7,216.0,2,5.7,0,0.0,48,6,1,3,95,115.3,17,17.0,81,4.8,81.0,0,13,4,23.5,0,0,1,24,311,13.0,311.0,2,48,15,6,1,0,46,51,5,1,3,3,0,0,0,0.0,0,4,15,9,0,0,2,2,0,0,1,1,1,0,4,86,21.5,24,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,2,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,30,0,1,1,100.0,7,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,4,187,165,57,46.8,41.2,0,0,1,2,50.0,0,0.0,1,2,22,11.0,1,1,0,0,1,1,21,15,4,2,2,9,22.2,1,1,100.0,7,47,55,425,7.7,2,0,1,0,0,0,0.0,21,23,-2,0,0,0
46008,2018-10-07,17:00:00 GMT,68,ATL,Atlanta,Falcons,59,PIT,Pittsburgh,Steelers,1139,Heinz Field,59,PIT,Pittsburgh,Steelers,29,19,65.5,29.0,250,8.6,250,8.6,250.0,3,10.3,1,3.4,47,3,1,0,0,112.7,29,29.0,131,4.5,131.0,2,30,9,31.0,1,0,1,19,250,13.2,250.0,3,47,11,3,1,0,48,70,22,6,39,10,0,0,0,0.0,0,0,27,52,0,0,1,0,1,0,1,0,1,1,1,23,23.0,23,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,5,6,83.3,5,0.0,7,455,0,65.0,5,2,44,22.0,0,0,0,3,143,140,55,47.7,46.7,0,0,1,2,66.7,0,0.0,0,2,3,1.5,0,0,0,0,0,0,22,11,9,2,9,12,75.0,0,0,0.0,7,58,58,381,6.6,6,1,0,0,0,0,1.0,41,17,24,0,0,0
46017,2018-10-07,20:25:00 GMT,76,ARI,Arizona,Cardinals,78,SF,San Francisco,49ers,1144,Levi's Stadium,78,SF,San Francisco,49ers,54,34,63.0,54.0,349,6.5,287,5.0,287.0,2,3.7,2,3.7,45,3,1,4,62,78.4,34,34.0,147,4.3,147.0,1,17,10,29.4,0,0,1,34,349,10.3,349.0,2,45,22,3,1,0,33,44,11,1,6,8,0,0,0,0.0,0,0,24,13,0,0,4,3,0,1,0,-42,1,0,2,61,30.5,32,0,2,0,0,0,2,3,1.5,3,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,3,195,0,65.0,3,0,0,0.0,0,0,0,4,177,176,50,44.2,44.0,0,0,1,1,25.0,1,25.0,1,1,1,1.0,3,0,2,0,1,0,34,22,10,2,10,17,58.8,1,2,50.0,9,65,92,480,5.2,3,0,1,0,0,0,0.0,18,28,-10,0,0,0
46018,2018-10-07,20:25:00 GMT,77,LA,Los Angeles,Rams,79,SEA,Seattle,Seahawks,1147,CenturyLink Field,79,SEA,Seattle,Seahawks,21,13,61.9,21.0,198,9.4,183,8.0,183.0,3,14.3,0,0.0,44,4,1,2,15,132.5,32,32.0,190,5.9,190.0,1,37,8,25.0,2,0,0,13,198,15.2,198.0,3,44,9,4,1,0,46,66,20,1,8,4,2,0,26,13.0,26,3,18,55,0,0,0,0,2,0,1,0,1,0,4,95,23.8,42,0,2,1,0,0,1,-3,-3.0,-3,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,52,0,4,4,100.0,7,0.0,6,328,0,54.7,0,6,128,21.3,0,0,0,4,138,127,55,34.5,31.8,0,0,1,1,25.0,1,25.0,1,1,11,11.0,0,0,0,0,0,0,23,9,8,6,7,12,58.3,0,0,0.0,7,50,55,373,6.8,4,0,1,0,0,0,0.0,31,33,-2,0,0,0
46015,2018-10-07,17:00:00 GMT,67,TEN,Tennessee,Titans,48,BUF,Buffalo,Bills,1094,New Era Field,67,TEN,Tennessee,Titans,26,14,53.8,26.0,129,5.0,122,4.4,122.0,0,0.0,1,3.8,23,1,0,2,7,51.6,25,25.0,100,4.0,100.0,0,15,6,24.0,0,0,1,14,129,9.2,129.0,0,23,8,1,0,0,56,71,15,1,3,8,1,0,7,7.0,7,3,19,22,0,0,3,2,0,0,0,0,0,0,1,33,33.0,33,0,1,0,0,0,2,39,19.5,38,0,1,0,0,0,0,4,4,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,2,2,100.0,54,0,0,0,0.0,12,0.0,4,258,0,64.5,3,1,27,27.0,0,0,0,2,106,98,61,53.0,49.0,0,0,0,1,50.0,0,0.0,1,1,8,8.0,0,0,0,0,0,0,15,8,6,1,6,12,50.0,0,0,0.0,3,20,53,222,4.2,0,0,1,0,0,0,0.0,12,13,-1,0,0,0
46021,2018-10-08,00:15:00 GMT,55,WAS,Washington,Redskins,70,NO,New Orleans,Saints,1252,Mercedes-Benz Superdome,55,WAS,Washington,Redskins,39,23,59.0,39.0,275,7.0,244,5.8,244.0,0,0.0,1,2.6,42,5,1,3,31,69.9,18,18.0,39,2.2,39.0,2,11,6,33.3,0,0,0,23,275,12.0,275.0,0,42,12,5,1,0,42,66,24,2,14,4,0,0,0,0.0,0,1,12,-2,0,0,1,1,2,0,1,0,1,0,2,45,22.5,26,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,53,0,1,1,100.0,7,0.0,5,320,0,64.0,3,2,43,21.5,0,0,0,3,110,110,37,36.7,36.7,0,0,0,1,33.3,0,0.0,2,1,0,0.0,1,0,1,0,0,0,18,12,6,0,4,13,30.8,2,4,50.0,6,38,60,283,4.7,2,0,1,0,0,0,0.0,19,43,-24,0,0,0
