#Date/Time of Update: 2023-11-23 18:57:04 GMT,#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveTwoPt,#FirstDownsTotal,#DefensiveXP,#DefensiveTD,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
,65061,2021-11-25,01:20:00 GMT,48,BUF,Buffalo,Bills,70,NO,New Orleans,Saints,1398,Caesars Superdome,70,NO,New Orleans,Saints,30,17,56.7,30.0,163,146,5.4,4.6,146.0,1,3.3,1,3.3,24,1,0,2,17,69.2,25,25.0,44,1.8,44.0,0,11,4,16.0,0,0,0,17,163,9.6,163.0,1,24,7,1,0,0,49,71,22,2,12,3,2,0,2,1.0,2,3,14,26,0,0,0,0,0,0,0,0,0,0,4,61,15.2,18,0,0,0,0,0,1,12,12.0,12,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2,130,0,65.0,2,0,0,0.0,0,0,0,5,235,195,53,47.0,39.0,0,0,0,0,0.0,0,0.0,0,4,40,10.0,1,0,1,0,0,0,0,12,0,0,7,4,1,5,14,35.7,1,3,33.3,4,24,57,190,3.3,1,0,1,0,0,0,0.000,6,31,-25,57,66,22
,65066,2021-11-28,18:00:00 GMT,54,PHI,Philadelphia,Eagles,53,NYG,New York,Giants,1132,MetLife Stadium,53,NYG,New York,Giants,30,19,63.3,30.0,202,194,6.7,6.3,194.0,1,3.3,0,0.0,20,1,0,1,8,94.0,27,27.0,70,2.6,70.0,0,32,4,14.8,1,0,0,19,202,10.6,202.0,1,20,12,1,0,0,31,33,2,1,5,6,3,0,24,8.0,24,10,20,6,0,0,1,0,1,0,1,0,1,0,1,22,22.0,22,0,1,0,0,0,1,9,9.0,9,0,0,0,1,0,0,2,3,66.7,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,0,1,0.0,39,0,1,1,100.0,7,0.0,4,241,0,60.2,1,3,54,18.0,0,0,0,5,196,178,46,39.2,35.6,0,1,0,1,20.0,0,0.0,0,4,18,4.5,0,0,0,0,0,0,0,17,0,0,12,4,1,3,12,25.0,1,1,100.0,2,15,58,264,4.6,1,1,0,0,0,0,1.000,13,7,6,60,67,19
,65065,2021-11-28,18:00:00 GMT,51,NYJ,New York,Jets,64,HOU,Houston,Texans,1110,NRG Stadium,51,NYJ,New York,Jets,24,14,58.3,24.0,145,109,6.0,3.9,109.0,0,0.0,1,4.2,46,2,1,4,36,58.5,34,34.0,157,4.6,157.0,2,24,10,29.4,1,0,0,14,145,10.4,145.0,0,46,6,2,1,0,29,29,0,5,52,3,1,0,32,32.0,32,4,19,62,0,0,1,0,0,0,0,0,0,0,1,29,29.0,29,0,1,0,0,0,1,17,17.0,17,0,0,0,2,0,0,2,3,66.7,0,0,0.0,0,0,0.0,2,2,100.0,0,1,0.0,0,0,0.0,37,0,1,1,100.0,7,0.0,5,323,0,64.6,3,2,50,25.0,0,0,0,4,156,149,44,39.0,37.2,0,2,0,0,0.0,1,25.0,0,1,7,7.0,1,1,0,0,1,1,0,18,0,0,6,10,2,2,13,15.4,2,2,100.0,5,40,62,266,4.3,2,1,0,0,0,0,1.000,21,14,7,67,57,25
,65066,2021-11-28,18:00:00 GMT,54,PHI,Philadelphia,Eagles,53,NYG,New York,Giants,1132,MetLife Stadium,54,PHI,Philadelphia,Eagles,31,14,45.2,31.0,129,124,4.2,3.9,124.0,0,0.0,3,9.7,21,1,0,1,5,17.5,33,33.0,208,6.3,208.0,1,27,12,36.4,2,0,1,14,129,9.2,129.0,0,21,8,1,0,0,35,35,0,1,8,1,0,0,0,0.0,0,6,22,32,0,0,1,1,1,0,0,0,0,0,3,54,18.0,26,0,1,0,0,0,4,18,4.5,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,100.0,1,0.0,2,130,0,65.0,1,1,22,22.0,0,0,0,3,130,121,46,43.3,40.3,0,1,0,2,66.7,0,0.0,1,1,9,9.0,0,0,0,0,0,0,0,19,0,0,8,11,0,4,11,36.4,0,2,0.0,4,26,65,332,5.1,1,0,1,0,0,0,0.000,7,13,-6,67,60,19
,65070,2021-11-28,18:00:00 GMT,59,PIT,Pittsburgh,Steelers,57,CIN,Cincinnati,Bengals,1099,Paul Brown Stadium,59,PIT,Pittsburgh,Steelers,41,24,58.5,41.0,263,250,6.4,5.7,250.0,1,2.4,2,4.9,41,2,1,3,13,65.4,15,15.0,51,3.4,51.0,0,13,1,6.7,0,0,1,24,263,11.0,263.0,1,41,15,2,1,0,37,37,0,2,18,1,1,0,18,18.0,18,4,16,33,0,0,2,1,0,1,0,0,1,0,3,73,24.3,25,0,3,0,0,0,2,3,1.5,3,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,40,0,1,1,100.0,4,0.0,3,197,0,65.7,2,1,12,12.0,0,0,0,5,190,173,42,38.0,34.6,0,0,1,2,40.0,0,0.0,2,2,17,8.5,0,0,0,0,0,0,0,16,0,0,15,1,0,7,13,53.8,0,0,0.0,4,30,59,301,5.1,1,0,1,0,0,0,0.000,10,41,-31,62,68,28
,65073,2021-11-28,21:25:00 GMT,63,MIN,Minnesota,Vikings,78,SF,San Francisco,49ers,1144,Levi's Stadium,78,SF,San Francisco,49ers,26,17,65.4,26.0,230,215,8.8,7.7,215.0,1,3.8,1,3.8,37,5,0,2,15,90.2,39,39.0,208,5.3,208.0,3,49,11,28.2,1,1,0,17,230,13.5,230.0,1,37,10,5,0,0,34,52,18,1,6,2,1,0,24,24.0,24,6,16,10,0,0,0,0,2,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,2,14,7.0,12,0,0,0,1,0,0,2,3,66.7,0,0,0.0,1,1,100.0,0,0,0.0,1,2,50.0,0,0,0.0,46,0,4,4,100.0,10,0.0,7,429,0,61.3,2,5,189,37.8,0,0,0,3,183,183,67,61.0,61.0,0,0,0,1,33.3,2,66.7,1,0,0,0.0,0,0,0,0,0,0,0,23,0,0,10,11,2,5,12,41.7,0,0,0.0,5,57,67,423,6.3,4,1,0,0,0,0,1.000,34,26,8,70,55,28
,65075,2021-11-29,01:15:00 GMT,79,SEA,Seattle,Seahawks,55,WAS,Washington,Football Team,1157,FedEx Field,79,SEA,Seattle,Seahawks,31,20,64.5,31.0,247,233,8.0,7.1,233.0,2,6.4,0,0.0,55,3,1,2,14,110.6,12,12.0,34,2.8,34.0,0,12,1,8.3,0,0,0,20,247,12.4,247.0,2,55,8,4,1,0,51,51,0,1,4,1,1,0,0,0.0,0,3,17,6,1,0,1,1,0,0,0,0,0,0,3,81,27.0,27,0,3,0,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,100.0,1,0.0,3,129,0,43.0,0,3,43,14.3,0,1,0,8,400,392,55,50.0,49.0,0,0,4,3,37.5,0,0.0,2,1,8,8.0,1,0,1,0,0,0,0,10,0,0,8,1,1,4,12,33.3,0,0,0.0,6,51,45,267,5.9,2,0,1,0,0,0,0.000,15,17,-2,47,84,24
,65064,2021-11-28,18:00:00 GMT,71,TB,Tampa Bay,Buccaneers,65,IND,Indianapolis,Colts,1111,Lucas Oil Stadium,71,TB,Tampa Bay,Buccaneers,34,25,73.5,34.0,226,217,6.6,6.0,217.0,1,2.9,1,2.9,32,3,0,2,9,88.6,27,27.0,142,5.3,142.0,4,28,13,48.2,1,0,0,25,226,9.0,226.0,1,32,11,3,0,0,47,61,14,3,18,1,2,0,30,15.0,30,9,24,23,0,0,1,1,2,0,3,15,3,0,3,66,22.0,30,0,2,0,0,0,2,3,1.5,4,0,0,0,0,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,25,0,5,5,100.0,8,0.0,7,459,0,65.6,6,1,72,72.0,0,0,0,4,162,140,55,40.5,35.0,0,1,0,1,25.0,0,0.0,0,2,22,11.0,0,0,0,0,0,0,0,28,0,0,11,13,4,2,8,25.0,0,0,0.0,4,44,63,359,5.7,5,1,0,0,0,0,1.000,38,31,7,67,69,31
,65068,2021-11-28,18:00:00 GMT,67,TEN,Tennessee,Titans,50,NE,New England,Patriots,1129,Gillette Stadium,67,TEN,Tennessee,Titans,21,11,52.4,21.0,93,85,4.4,3.7,85.0,1,4.8,1,4.8,24,1,0,2,8,60.2,39,39.0,270,6.9,270.0,1,68,12,30.8,1,1,3,11,93,8.4,93.0,1,24,6,1,0,0,41,66,25,2,21,1,0,0,0,0.0,0,3,15,24,0,0,5,3,0,2,0,-7,2,0,4,88,22.0,30,0,3,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,1,2,50.0,1,0.0,3,195,0,65.0,0,3,84,28.0,0,0,0,2,95,72,48,47.5,36.0,0,0,0,0,0.0,0,0.0,0,2,23,11.5,0,0,0,0,0,0,0,18,0,0,6,11,1,5,11,45.4,1,3,33.3,5,50,62,355,5.7,2,0,1,0,0,0,0.000,13,36,-23,63,60,28
,65075,2021-11-29,01:15:00 GMT,79,SEA,Seattle,Seahawks,55,WAS,Washington,Football Team,1157,FedEx Field,55,WAS,Washington,Football Team,35,27,77.1,35.0,223,219,6.4,6.1,219.0,1,2.9,1,2.9,20,1,0,1,4,90.5,43,43.0,152,3.5,152.0,1,17,10,23.3,0,0,0,27,223,8.3,223.0,1,20,13,1,0,0,25,25,0,2,14,0,0,0,0,0.0,0,6,17,15,0,0,1,0,1,1,1,0,2,0,2,43,21.5,31,0,1,0,0,0,2,8,4.0,8,0,0,0,2,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,23,1,0,1,0.0,3,0.0,4,253,0,63.2,1,3,81,27.0,0,0,0,5,218,218,53,43.6,43.6,0,0,1,3,60.0,0,0.0,4,0,0,0.0,1,1,0,0,1,1,0,27,0,0,13,10,4,5,13,38.5,1,2,50.0,4,38,79,371,4.7,2,1,0,0,0,0,1.000,17,15,2,84,47,24
