#Date/Time of Update: 2023-11-23 18:54:05 GMT,#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveXP,#DefensiveTD,#DefensiveTwoPt,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
,64962,2021-10-10,17:00:00 GMT,61,DET,Detroit,Lions,63,MIN,Minnesota,Vikings,1246,US Bank Stadium,61,DET,Detroit,Lions,35,21,60.0,35.0,203,180,5.8,4.6,180.0,0,0.0,1,2.9,21,2,0,4,23,64.4,24,24.0,108,4.5,108.0,1,13,7,29.2,0,0,0,21,203,9.7,203.0,0,21,11,2,0,0,47,75,28,2,11,0,1,0,0,0.0,0,2,18,16,0,0,1,1,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,2,14,7.0,14,0,0,0,1,0,0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,1,1,100.0,52,0,0,0,0.0,9,0.0,5,313,0,62.6,1,4,68,17.0,0,0,0,4,204,202,67,51.0,50.5,0,0,1,2,50.0,1,25.0,1,1,2,2.0,1,1,1,1,0,0,0,0,0,22,11,7,4,3,11,27.3,0,1,0.0,3,30,63,288,4.6,1,0,1,0,0,0,0.000,17,19,-2,68,67,26
,64969,2021-10-10,17:00:00 GMT,62,GB,Green Bay,Packers,57,CIN,Cincinnati,Bengals,1099,Paul Brown Stadium,62,GB,Green Bay,Packers,39,27,69.2,39.0,344,333,8.8,8.1,333.0,2,5.1,1,2.6,59,7,1,2,11,102.9,22,22.0,133,6.0,133.0,0,57,4,18.2,0,1,0,27,344,12.7,344.0,2,59,16,7,1,0,39,73,34,3,17,4,2,0,13,6.5,13,7,20,21,0,0,0,0,0,0,0,0,0,0,1,16,16.0,16,0,0,0,0,0,2,9,4.5,8,0,0,0,0,0,0,4,7,57.1,0,0,0.0,1,1,100.0,0,1,0.0,3,4,75.0,0,1,0.0,49,0,1,2,50.0,13,0.0,7,462,0,66.0,3,4,120,30.0,0,0,0,2,67,65,36,33.5,32.5,0,1,0,1,50.0,0,0.0,0,1,2,2.0,0,0,0,0,0,0,0,0,0,21,16,4,1,4,11,36.4,0,0,0.0,2,10,63,466,7.4,2,1,0,0,0,0,1.000,25,22,3,64,67,31
,64966,2021-10-10,17:00:00 GMT,50,NE,New England,Patriots,64,HOU,Houston,Texans,1110,NRG Stadium,64,HOU,Houston,Texans,29,21,72.4,29.0,312,293,10.8,9.2,293.0,3,10.3,0,0.0,67,4,2,3,19,141.7,24,24.0,67,2.8,67.0,0,10,3,12.5,0,0,0,21,313,14.9,313.0,3,67,10,5,2,0,45,74,29,1,5,0,1,0,0,0.0,0,5,16,15,0,0,1,1,1,0,1,0,1,0,3,70,23.3,24,0,3,0,0,0,1,11,11.0,11,0,0,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,1,0.0,33,0,1,3,33.3,4,0.0,5,314,1,62.8,1,3,65,21.7,0,0,0,3,99,86,54,33.0,28.7,0,1,0,1,33.3,0,0.0,1,1,13,13.0,0,0,0,0,0,0,0,0,0,14,10,2,2,6,14,42.9,3,3,100.0,8,70,56,360,6.4,3,0,1,0,0,0,0.000,22,25,-3,59,64,27
,64974,2021-10-11,00:15:00 GMT,65,IND,Indianapolis,Colts,56,BAL,Baltimore,Ravens,1091,M&T Bank Stadium,65,IND,Indianapolis,Colts,35,25,71.4,35.0,402,390,11.5,10.5,390.0,2,5.7,0,0.0,76,7,2,2,12,128.5,26,26.0,123,4.7,123.0,1,22,10,38.5,1,0,0,25,402,16.1,402.0,2,76,16,7,2,0,51,83,32,2,5,4,0,0,0,0.0,0,2,14,34,0,0,1,1,1,0,1,21,1,0,2,46,23.0,26,0,2,0,0,0,3,30,10.0,13,0,0,0,1,0,1,2,4,50.0,0,0,0.0,0,0,0.0,1,2,50.0,1,2,50.0,0,0,0.0,43,0,1,2,50.0,7,0.0,6,380,0,63.3,1,5,117,23.4,0,0,0,2,90,83,52,45.0,41.5,0,0,0,1,50.0,0,0.0,1,1,7,7.0,1,0,1,0,0,0,0,0,0,29,16,10,3,5,10,50.0,1,1,100.0,5,45,63,513,8.1,3,0,1,0,0,1,0.000,25,31,-6,69,73,25
,64972,2021-10-10,17:00:00 GMT,67,TEN,Tennessee,Titans,66,JAX,Jacksonville,Jaguars,1266,TIAA Bank Field,66,JAX,Jacksonville,Jaguars,33,23,69.7,33.0,273,256,8.3,7.3,256.0,1,3.0,1,3.0,58,3,1,2,17,92.1,31,31.0,198,6.4,198.0,2,58,9,29.0,0,1,0,23,273,11.9,273.0,1,58,12,3,1,0,41,59,18,3,13,2,0,0,0,0.0,0,4,16,16,0,0,1,1,0,0,0,0,0,0,4,85,21.2,24,0,3,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,1,2,50.0,1,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,2,80,80,42,40.0,40.0,0,0,0,0,0.0,0,0.0,2,0,0,0.0,1,0,1,0,0,0,0,0,0,24,12,9,3,3,10,30.0,1,3,33.3,4,33,66,454,6.9,3,0,1,0,0,0,0.000,19,37,-18,71,64,26
,64960,2021-10-10,00:20:00 GMT,48,BUF,Buffalo,Bills,73,KC,Kansas City,Chiefs,1365,GEHA Field at Arrowhead Stadium,73,KC,Kansas City,Chiefs,54,33,61.1,54.0,272,272,5.0,4.9,272.0,2,3.7,2,3.7,26,1,0,2,0,70.9,23,23.0,120,5.2,120.0,0,23,9,39.1,1,0,1,33,272,8.2,272.0,2,26,16,1,0,0,34,44,10,0,0,3,0,0,0,0.0,0,2,21,7,0,0,2,2,0,0,0,-7,0,0,3,92,30.7,33,0,3,0,0,0,0,0,0.0,0,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,54,0,2,2,100.0,8,0.0,5,265,0,53.0,3,1,0,0.0,0,1,0,2,88,81,46,44.0,40.5,0,1,0,1,50.0,0,0.0,0,1,7,7.0,0,0,0,0,0,0,0,0,0,29,16,8,5,5,12,41.7,0,1,0.0,7,55,79,392,5.0,2,0,1,0,0,0,0.000,20,38,-18,86,57,29
,64965,2021-10-10,20:05:00 GMT,60,CHI,Chicago,Bears,74,LV,Las Vegas,Raiders,1287,Allegiant Stadium,74,LV,Las Vegas,Raiders,35,22,62.9,35.0,206,188,5.9,5.0,188.0,0,0.0,1,2.9,29,2,0,3,18,67.1,22,22.0,71,3.2,71.0,1,11,6,27.3,0,0,0,22,206,9.4,206.0,0,29,7,2,0,0,42,64,22,2,10,1,0,0,0,0.0,0,3,19,10,0,0,0,0,0,0,0,0,0,0,2,35,17.5,20,0,1,0,0,0,1,9,9.0,9,0,0,0,4,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,31,0,0,0,0.0,3,0.0,3,193,0,64.3,0,3,69,23.0,0,0,0,4,224,186,70,56.0,46.5,0,1,0,3,75.0,0,0.0,1,2,38,19.0,1,0,1,0,0,0,0,0,0,16,7,6,3,5,14,35.7,1,3,33.3,10,82,60,259,4.3,1,0,1,0,0,0,0.000,9,20,-11,67,64,22
,64963,2021-10-10,20:05:00 GMT,58,CLE,Cleveland,Browns,75,LAC,Los Angeles,Chargers,1288,SoFi Stadium,75,LAC,Los Angeles,Chargers,43,26,60.5,43.0,398,381,9.3,8.5,381.0,4,9.3,0,0.0,72,7,2,2,17,122.0,23,23.0,112,4.9,112.0,3,14,9,39.1,0,0,0,26,399,15.4,399.0,4,72,14,7,2,0,52,77,25,1,4,0,0,0,0,0.0,0,0,16,15,0,0,2,1,1,0,0,0,0,0,4,58,14.5,16,0,0,0,0,0,1,12,12.0,12,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3,5,60.0,3,0.0,8,518,0,64.8,3,5,109,21.8,0,0,0,3,159,142,63,53.0,47.3,0,0,1,1,33.3,0,0.0,0,2,17,8.5,2,1,1,1,1,0,0,0,0,27,14,9,4,6,13,46.2,3,3,100.0,6,49,68,493,7.2,7,1,0,0,0,0,1.000,47,42,5,75,72,32
,64959,2021-10-07,00:20:00 GMT,77,LA,Los Angeles,Rams,79,SEA,Seattle,Seahawks,1352,Lumen Field,77,LA,Los Angeles,Rams,37,25,67.6,37.0,365,358,9.9,9.4,358.0,1,2.7,1,2.7,68,7,1,1,7,97.2,29,29.0,118,4.1,118.0,2,29,8,27.6,1,0,0,25,365,14.6,365.0,1,68,16,7,1,0,34,64,30,2,21,4,2,0,3,1.5,3,6,17,26,0,0,1,0,0,0,0,0,0,0,4,73,18.2,25,0,2,0,0,0,1,11,11.0,11,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,47,0,2,3,66.7,8,0.0,6,374,2,62.3,2,2,46,23.0,0,0,0,5,232,219,54,46.4,43.8,0,2,1,4,80.0,0,0.0,1,1,13,13.0,0,0,0,0,0,0,0,0,0,24,16,8,0,2,10,20.0,1,1,100.0,5,85,67,476,7.1,3,1,0,0,0,0,1.000,26,17,9,67,65,28
,64968,2021-10-10,17:00:00 GMT,49,MIA,Miami,Dolphins,71,TB,Tampa Bay,Buccaneers,1151,Raymond James Stadium,49,MIA,Miami,Dolphins,39,27,69.2,39.0,275,262,7.0,6.2,262.0,2,5.1,1,2.6,34,6,0,3,13,95.6,9,9.0,39,4.3,39.0,0,13,2,22.2,0,0,0,27,275,10.2,275.0,2,34,13,6,0,0,46,62,16,2,15,0,0,0,0,0.0,0,3,19,18,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,23,0,2,2,100.0,5,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,4,154,154,44,38.5,38.5,0,0,2,1,25.0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,17,13,2,2,2,7,28.6,0,0,0.0,5,37,51,301,5.9,2,0,1,0,0,0,0.000,17,45,-28,54,74,28
