#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveTD,#FirstDownsTotal,#DefensiveTwoPt,#DefensiveXP,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
113954,2023-10-15,20:05:00 GMT,50,NE,New England,Patriots,74,LV,Las Vegas,Raiders,1287,Allegiant Stadium,50,NE,New England,Patriots,33,24,72.7,33.0,200,176,6.1,4.8,176.0,0,0.0,1,3.0,74,2,1,4,24,75.3,19,19.0,83,4.4,83.0,2,15,8,42.1,0,0,0,24,259,10.8,259.0,0,74,7,2,1,0,44,64,20,0,0,0,1,0,0,0.0,0,5,20,6,0,0,0,0,0,0,0,0,0,0,1,23,23.0,23,0,1,0,0,0,1,14,14.0,14,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,43,0,2,2,100.0,5,0.0,5,276,0,55.2,4,0,0,0.0,0,1,0,3,138,125,53,46.0,41.7,0,2,0,0,0.0,0,0.0,0,1,13,13.0,0,0,0,0,0,0,0,17,0,0,7,8,2,6,12,50.0,0,0,0.0,10,79,56,259,4.6,2,0,1,0,0,0,0.000,17,21,-4,60,70,25
113950,2023-10-15,17:00:00 GMT,70,NO,New Orleans,Saints,64,HOU,Houston,Texans,1110,NRG Stadium,70,NO,New Orleans,Saints,51,33,64.7,51.0,357,341,7.0,6.4,341.0,1,2.0,1,2.0,51,3,1,2,16,83.5,25,25.0,89,3.6,89.0,0,13,9,36.0,0,0,0,33,357,10.8,357.0,1,51,13,3,1,0,37,59,22,2,22,4,1,0,10,10.0,10,4,22,32,0,0,1,1,0,0,0,0,0,0,1,19,19.0,19,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,2,4,50.0,0,0,0.0,0,1,0.0,0,0,0.0,2,2,100.0,0,1,0.0,48,0,1,1,100.0,7,0.0,4,261,0,65.2,3,1,20,20.0,0,0,0,3,126,126,43,42.0,42.0,0,1,0,0,0.0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,24,0,0,13,9,2,6,15,40.0,0,2,0.0,7,83,78,430,5.5,1,0,1,0,0,0,0.000,13,20,-7,82,63,26
113957,2023-10-15,00:20:00 GMT,53,NYG,New York,Giants,48,BUF,Buffalo,Bills,1390,Highmark Stadium,53,NYG,New York,Giants,36,24,66.7,36.0,200,185,5.6,4.7,185.0,0,0.0,0,0.0,31,3,0,3,15,80.8,34,34.0,132,3.9,132.0,0,34,5,14.7,1,0,0,24,200,8.3,200.0,0,31,11,3,0,0,40,58,18,0,0,6,1,0,5,5.0,5,2,16,3,0,0,1,0,1,1,1,0,2,0,2,24,12.0,27,0,1,0,0,0,2,4,2.0,10,0,0,0,1,0,0,3,3,100.0,0,0,0.0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,43,0,0,0,0.0,9,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,4,202,199,64,50.5,49.8,0,0,0,2,50.0,0,0.0,3,1,3,3.0,0,0,0,0,0,0,0,20,0,0,11,5,4,10,19,52.6,1,2,50.0,9,65,73,317,4.3,0,0,1,0,0,0,0.000,9,14,-5,77,61,21
113956,2023-10-15,20:25:00 GMT,54,PHI,Philadelphia,Eagles,51,NYJ,New York,Jets,1132,MetLife Stadium,51,NYJ,New York,Jets,33,19,57.6,33.0,186,155,5.6,4.1,155.0,0,0.0,0,0.0,33,2,0,5,31,73.6,21,21.0,89,4.2,89.0,1,18,5,23.8,0,0,0,19,186,9.8,186.0,0,33,9,2,0,0,45,60,15,2,12,2,3,0,57,19.0,45,10,24,27,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,4,100.0,0,0,0.0,0,0,0.0,2,2,100.0,2,2,100.0,0,0,0.0,43,0,0,0,0.0,12,0.0,5,325,0,65.0,5,0,0,0.0,0,0,0,4,194,185,54,48.5,46.2,0,0,0,4,100.0,0,0.0,1,3,9,3.0,1,1,1,1,0,0,0,17,0,0,9,5,3,2,11,18.2,0,1,0.0,9,68,59,244,4.1,1,1,0,0,0,0,1.000,20,14,6,65,70,22
113956,2023-10-15,20:25:00 GMT,54,PHI,Philadelphia,Eagles,51,NYJ,New York,Jets,1132,MetLife Stadium,54,PHI,Philadelphia,Eagles,45,28,62.2,45.0,280,268,6.2,5.7,268.0,1,2.2,3,6.7,49,3,1,2,12,59.5,22,22.0,80,3.6,80.0,1,12,6,27.3,0,0,0,28,280,10.0,280.0,1,49,16,3,1,0,33,55,22,5,31,3,0,0,0,0.0,0,7,25,39,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,9,3.0,9,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2,2,100.0,2,0.0,3,195,0,65.0,3,0,0,0.0,0,0,0,2,81,81,41,40.5,40.5,0,0,2,1,50.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,24,0,0,16,6,2,7,14,50.0,1,2,50.0,5,46,69,348,5.0,2,0,1,0,0,0,0.000,14,20,-6,70,65,22
113949,2023-10-15,17:00:00 GMT,78,SF,San Francisco,49ers,58,CLE,Cleveland,Browns,1101,FirstEnergy Stadium,78,SF,San Francisco,49ers,27,12,44.4,27.0,125,107,4.6,3.6,107.0,1,3.7,1,3.7,33,2,0,3,18,55.3,25,25.0,108,4.3,108.0,1,27,6,24.0,1,0,0,12,125,10.4,125.0,1,33,5,2,0,0,48,74,26,2,18,3,2,0,60,30.0,32,7,26,27,0,0,1,0,1,1,0,0,1,0,2,45,22.5,28,0,1,0,0,0,2,13,6.5,13,0,0,0,0,0,0,1,3,33.3,0,0,0.0,1,1,100.0,0,0,0.0,0,1,0.0,0,1,0.0,25,0,2,2,100.0,5,0.0,4,257,0,64.2,2,2,42,21.0,0,0,0,6,314,270,60,52.3,45.0,0,0,0,2,33.3,0,0.0,1,5,44,8.8,0,0,0,0,0,0,0,15,0,0,5,6,4,3,12,25.0,0,0,0.0,12,105,55,215,3.9,2,0,1,0,0,0,0.000,17,19,-2,62,76,31
113948,2023-10-15,17:00:00 GMT,79,SEA,Seattle,Seahawks,57,CIN,Cincinnati,Bengals,1887,Paycor Stadium,79,SEA,Seattle,Seahawks,41,27,65.8,41.0,323,294,7.9,6.5,294.0,0,0.0,2,4.9,36,5,0,4,29,69.5,25,25.0,87,3.5,87.0,1,21,6,24.0,1,0,0,27,323,12.0,323.0,0,36,13,5,0,0,40,51,11,3,17,4,1,0,0,0.0,0,6,18,20,0,0,0,0,0,0,0,0,0,0,1,21,21.0,21,0,1,0,0,0,3,34,11.3,23,0,1,0,2,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,55,0,1,1,100.0,7,0.0,4,256,0,64.0,3,1,27,27.0,0,0,0,3,115,114,43,38.3,38.0,0,1,1,2,66.7,0,0.0,0,1,1,1.0,0,0,0,0,0,0,0,24,0,0,13,6,5,5,12,41.7,0,2,0.0,7,64,70,381,5.4,1,0,1,0,0,0,0.000,13,17,-4,74,54,23
113953,2023-10-15,20:25:00 GMT,61,DET,Detroit,Lions,71,TB,Tampa Bay,Buccaneers,1151,Raymond James Stadium,71,TB,Tampa Bay,Buccaneers,37,19,51.4,37.0,206,205,5.6,5.4,205.0,0,0.0,1,2.7,26,3,0,1,1,56.8,16,16.0,46,2.9,46.0,0,8,0,0.0,0,0,0,19,206,10.8,206.0,0,26,12,3,0,0,47,76,29,3,13,1,0,0,0,0.0,0,3,25,24,0,0,0,0,1,0,0,0,0,0,3,55,18.3,20,0,2,0,0,0,0,0,0.0,0,0,0,0,2,0,0,2,2,100.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,36,0,0,0,0.0,6,0.0,3,182,0,60.7,1,2,38,19.0,0,0,0,6,325,292,66,54.2,48.7,0,1,0,3,50.0,1,16.7,1,3,33,11.0,0,0,0,0,0,0,0,13,0,0,12,0,1,2,12,16.7,1,2,50.0,5,33,54,251,4.6,0,0,1,0,0,0,0.000,6,20,-14,56,70,25
113945,2023-10-15,13:30:00 GMT,56,BAL,Baltimore,Ravens,67,TEN,Tennessee,Titans,1366,Tottenham Hotspur Stadium,67,TEN,Tennessee,Titans,21,12,57.1,21.0,150,104,7.1,3.8,104.0,0,0.0,1,4.8,48,2,1,6,46,59.6,19,19.0,129,6.8,129.0,1,63,5,26.3,0,1,0,12,150,12.5,150.0,0,48,4,2,1,0,56,75,19,1,2,1,1,0,10,10.0,10,2,17,12,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,3,11,3.7,11,0,0,0,0,0,0,3,3,100.0,0,0,0.0,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0.0,38,0,1,1,100.0,10,0.0,5,267,0,53.4,2,3,41,13.7,0,1,0,5,263,172,57,52.6,34.4,0,1,0,3,60.0,0,0.0,1,3,91,30.3,0,0,0,0,0,0,0,17,0,0,4,5,8,1,9,11.1,0,0,0.0,6,45,46,233,5.1,1,0,1,0,0,0,0.000,16,24,-8,55,71,31
113946,2023-10-15,17:00:00 GMT,55,WAS,Washington,Commanders,68,ATL,Atlanta,Falcons,1130,Mercedes-Benz Stadium,55,WAS,Washington,Commanders,23,14,60.9,23.0,151,121,6.6,4.3,121.0,3,13.0,0,0.0,24,2,0,5,30,119.8,22,22.0,72,3.3,72.0,0,13,3,13.6,0,0,0,14,164,11.7,164.0,3,24,10,2,0,0,52,83,31,3,11,0,3,0,23,7.7,23,10,25,14,0,0,0,0,0,0,0,0,0,0,1,13,13.0,13,0,0,0,0,0,1,61,61.0,61,0,1,1,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,37,0,3,3,100.0,6,0.0,5,325,0,65.0,5,0,0,0.0,0,0,0,6,260,249,51,43.3,41.5,0,0,1,3,50.0,0,0.0,2,3,11,3.7,0,0,0,0,0,0,0,13,0,0,9,3,1,2,10,20.0,1,1,100.0,6,40,50,193,3.9,3,1,0,0,0,0,1.000,24,16,8,51,83,24
