#Date/Time of Update: 2023-11-23 18:26:13 GMT,#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassAvg,#PassNetYards,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential
,40466,2017-10-22,17:00:00 GMT,70,NO,New Orleans,Saints,62,GB,Green Bay,Packers,1108,Lambeau Field,70,NO,New Orleans,Saints,38,27,71.0,38.0,331,8.7,324,8.3,324.0,1,2.6,2,5.3,47,6,2,1,7,84.4,36,36.0,161,4.5,161.0,2,23,7,19.4,1,0,0,27,331,12.3,331.0,1,47,16,6,2,0,38,48,10,1,8,5,1,0,0,0.0,0,4,17,10,0,0,1,0,2,1,0,0,1,0,2,57,28.5,39,0,1,0,0,0,0,0,0.0,0,0,0,0,2,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,44,1,2,3,66.7,8,0.0,6,403,0,67.2,4,2,72,36.0,0,0,0,2,78,78,43,39.0,39.0,0,0,1,2,100.0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,24,16,7,1,8,15,53.3,1,1,100.0,7,80,75,485,6.5,3,1,0,0,0,0,1.000,26,17,9
,40469,2017-10-22,20:25:00 GMT,79,SEA,Seattle,Seahawks,53,NYG,New York,Giants,1132,MetLife Stadium,53,NYG,New York,Giants,39,19,48.7,39.0,134,3.4,128,3.2,128.0,1,2.6,0,0.0,25,1,0,1,6,65.5,17,17.0,46,2.7,46.0,0,9,0,0.0,0,0,0,19,134,7.0,134.0,1,25,8,1,0,0,61,85,24,1,13,7,0,0,0,0.0,0,2,20,-9,0,0,1,1,1,0,1,0,1,0,1,18,18.0,18,0,0,0,0,0,2,0,0.0,0,0,0,0,2,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,1,1,100.0,1,0.0,2,138,0,69.0,0,2,45,22.5,0,0,0,7,304,269,53,43.4,38.4,0,0,2,1,14.3,0,0.0,1,4,35,8.8,0,0,0,0,0,0,13,8,0,5,2,12,16.7,0,1,0.0,6,28,57,174,3.0,1,0,1,0,0,0,0.000,7,24,-17
,40462,2017-10-22,17:00:00 GMT,51,NYJ,New York,Jets,49,MIA,Miami,Dolphins,1126,Hard Rock Stadium,51,NYJ,New York,Jets,27,17,63.0,27.0,209,7.7,180,6.0,180.0,3,11.1,1,3.7,31,4,0,3,29,108.4,22,22.0,92,4.2,92.0,1,25,4,18.2,1,0,0,17,209,12.3,209.0,3,31,10,4,0,0,44,66,22,3,22,7,2,0,35,17.5,32,3,23,51,0,0,2,1,1,1,0,0,1,0,2,30,15.0,17,0,0,0,0,0,3,20,6.7,11,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,4,4,100.0,4,0.0,5,331,0,66.2,3,2,56,28.0,0,0,0,7,321,288,60,45.9,41.1,0,0,1,2,28.6,0,0.0,2,4,33,8.2,0,0,0,0,0,0,16,10,4,2,4,11,36.4,0,0,0.0,12,124,52,272,5.2,4,0,1,0,0,0,0.000,28,31,-3
,40472,2017-10-23,00:30:00 GMT,55,WAS,Washington,Redskins,54,PHI,Philadelphia,Eagles,1138,Lincoln Financial Field,54,PHI,Philadelphia,Eagles,25,17,68.0,25.0,268,10.7,244,8.7,244.0,4,16.0,1,4.0,64,4,2,3,24,126.3,33,33.0,127,3.8,127.0,0,21,8,24.2,2,0,1,17,268,15.8,268.0,4,64,11,4,2,0,46,52,6,4,34,8,1,0,14,14.0,14,2,20,56,0,0,2,0,1,2,0,-4,2,0,1,22,22.0,22,0,1,0,0,0,2,32,16.0,22,0,1,0,2,0,0,2,3,66.7,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,1,1,100.0,50,0,4,4,100.0,10,0.0,7,454,0,64.9,6,1,18,18.0,0,0,0,3,153,133,52,51.0,44.3,0,0,0,1,33.3,0,0.0,0,3,20,6.7,0,0,0,0,0,0,23,11,8,4,6,12,50.0,0,0,0.0,8,52,61,371,6.1,4,1,0,0,0,0,1.000,34,24,10
,40460,2017-10-22,20:25:00 GMT,57,CIN,Cincinnati,Bengals,59,PIT,Pittsburgh,Steelers,1139,Heinz Field,59,PIT,Pittsburgh,Steelers,25,15,60.0,25.0,268,10.7,268,10.7,268.0,2,8.0,0,0.0,44,6,2,0,0,123.4,43,43.0,152,3.5,152.0,0,15,7,16.3,0,0,0,15,268,17.9,268.0,2,44,11,6,2,0,35,47,12,4,32,7,2,0,0,0.0,1,3,19,33,0,0,0,0,1,0,0,0,0,0,1,16,16.0,16,0,0,0,0,0,1,7,7.0,7,0,0,0,2,0,0,5,5,100.0,0,0,0.0,3,3,100.0,0,0,0.0,2,2,100.0,0,0,0.0,49,0,2,2,100.0,17,0.0,7,457,0,65.3,4,3,61,20.3,0,0,0,2,90,71,51,45.0,35.5,0,0,0,0,0.0,0,0.0,1,1,19,19.0,0,0,0,0,0,0,19,11,7,1,2,11,18.2,1,3,33.3,1,5,69,420,6.1,2,1,0,0,0,0,1.000,29,14,15
,40468,2017-10-22,20:05:00 GMT,52,DAL,Dallas,Cowboys,78,SF,San Francisco,49ers,1144,Levi's Stadium,78,SF,San Francisco,49ers,38,22,57.9,38.0,235,6.2,199,4.6,199.0,0,0.0,0,0.0,48,1,1,5,36,76.1,22,22.0,100,4.6,100.0,1,16,9,40.9,0,0,1,22,235,10.7,235.0,0,48,12,1,1,0,56,62,6,0,0,4,0,0,0,0.0,0,2,15,6,0,0,4,3,0,1,0,0,1,0,4,63,15.8,21,0,1,0,0,0,1,10,10.0,10,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,42,0,1,1,100.0,4,0.0,2,130,0,65.0,2,0,0,0.0,0,0,0,2,87,74,46,43.5,37.0,0,0,0,1,50.0,0,0.0,1,1,13,13.0,0,0,0,0,0,0,23,12,9,2,6,13,46.2,0,2,0.0,2,22,65,299,4.6,1,0,1,0,0,0,0.000,10,40,-30
,40469,2017-10-22,20:25:00 GMT,79,SEA,Seattle,Seahawks,53,NYG,New York,Giants,1132,MetLife Stadium,79,SEA,Seattle,Seahawks,39,27,69.2,39.0,334,8.6,321,8.0,321.0,3,7.7,0,0.0,38,6,0,1,13,121.1,31,31.0,104,3.4,104.0,0,12,4,12.9,0,0,1,27,334,12.4,334.0,3,38,19,6,0,0,40,55,15,1,6,5,0,0,0,0.0,0,7,25,19,0,0,1,1,1,0,1,-29,1,0,2,45,22.5,23,0,2,0,0,0,4,35,8.8,14,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,39,0,3,3,100.0,6,0.0,5,326,0,65.2,4,1,18,18.0,0,0,0,4,155,155,49,38.8,38.8,0,0,0,4,100.0,0,0.0,2,2,0,0.0,0,0,0,0,0,0,26,19,4,3,6,13,46.2,0,1,0.0,15,110,71,425,6.0,3,1,0,0,0,0,1.000,24,7,17
,40459,2017-10-22,17:00:00 GMT,71,TB,Tampa Bay,Buccaneers,48,BUF,Buffalo,Bills,1094,New Era Field,71,TB,Tampa Bay,Buccaneers,44,32,72.7,44.0,384,8.7,375,8.3,375.0,3,6.8,1,2.3,53,4,0,1,9,112.3,25,25.0,69,2.8,69.0,0,11,4,16.0,0,0,1,32,384,12.0,384.0,3,53,23,4,0,0,51,68,17,1,7,5,0,0,0,0.0,0,4,24,17,0,0,6,2,1,4,1,0,5,0,0,0,0.0,0,0,0,0,0,0,1,11,11.0,11,0,0,0,1,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,50,0,3,3,100.0,9,0.0,6,393,0,65.5,4,2,49,24.5,0,0,0,2,77,77,40,38.5,38.5,0,0,0,0,0.0,2,100.0,0,0,0,0.0,0,0,0,0,0,0,28,23,4,1,6,11,54.6,0,0,0.0,5,55,70,447,6.4,3,0,1,0,0,0,0.000,27,30,-3
,40465,2017-10-22,17:00:00 GMT,67,TEN,Tennessee,Titans,58,CLE,Cleveland,Browns,1101,FirstEnergy Stadium,67,TEN,Tennessee,Titans,34,21,61.8,34.0,203,6.0,189,5.2,189.0,0,0.0,0,0.0,23,1,0,2,14,78.4,32,32.0,80,2.5,80.0,0,16,5,15.6,0,0,0,21,203,9.7,203.0,0,23,8,1,0,0,38,70,32,2,17,4,3,0,60,20.0,28,3,24,33,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,20,6.7,12,0,0,0,0,0,0,4,5,80.0,0,0,0.0,1,1,100.0,0,0,0.0,3,3,100.0,0,1,0.0,47,0,0,0,0.0,12,0.0,5,330,0,66.0,4,1,30,30.0,0,0,0,4,208,191,58,52.0,47.8,0,0,0,2,50.0,1,25.0,0,3,17,5.7,0,0,0,0,0,0,16,8,5,3,5,17,29.4,0,1,0.0,5,35,68,269,4.0,0,1,0,0,1,0,1.000,12,9,3
,40472,2017-10-23,00:30:00 GMT,55,WAS,Washington,Redskins,54,PHI,Philadelphia,Eagles,1138,Lincoln Financial Field,55,WAS,Washington,Redskins,40,30,75.0,40.0,303,7.6,269,6.1,269.0,3,7.5,1,2.5,32,5,0,4,34,110.7,17,17.0,64,3.8,64.0,0,15,1,5.9,0,0,0,30,303,10.1,303.0,3,32,16,5,0,0,44,60,16,3,24,9,1,0,0,0.0,0,4,18,43,0,0,1,0,1,1,0,0,1,0,1,18,18.0,18,0,0,0,0,0,3,20,6.7,14,0,0,0,0,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,27,0,3,3,100.0,6,0.0,4,263,0,65.8,3,1,22,22.0,0,0,0,5,239,207,60,47.8,41.4,0,0,0,3,60.0,1,20.0,2,2,32,16.0,0,0,0,0,0,0,19,16,1,2,4,12,33.3,0,1,0.0,4,45,61,333,5.5,3,0,1,0,0,0,0.000,24,34,-10
