#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
46174,2018-12-23,18:00:00 GMT,63,MIN,Minnesota,Vikings,61,DET,Detroit,Lions,1106,Ford Field,63,MIN,Minnesota,Vikings,28,21,75.0,28.0,269,256,9.6,8.5,256.0,3,10.7,0,0.0,44,4,2,2,13,140.3,28,28.0,100,3.6,100.0,0,18,4,14.3,0,0,0,21,269,12.8,269.0,3,44,11,4,2,0,51,61,10,3,24,12,0,0,0,0.0,0,4,34,50,0,0,0,0,0,0,0,0,0,0,2,52,26.0,30,0,2,0,0,0,1,8,8.0,8,0,0,0,2,0,0,2,2,100.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,29,0,3,3,100.0,9,0.0,5,329,0,65.8,3,2,49,24.5,0,0,0,6,287,258,58,47.8,43.0,0,0,1,1,16.7,0,0.0,0,4,29,7.2,0,0,0,0,0,0,16,11,4,1,4,13,30.8,0,1,0.0,10,77,58,356,6.1,3,1,0,0,0,0,1.0,27,9,18,0,0,0
46169,2018-12-23,18:00:00 GMT,48,BUF,Buffalo,Bills,50,NE,New England,Patriots,1129,Gillette Stadium,50,NE,New England,Patriots,25,13,52.0,25.0,126,117,5.0,4.5,117.0,1,4.0,2,8.0,32,2,0,1,9,46.4,47,47.0,273,5.8,273.0,2,27,15,31.9,2,0,0,13,135,10.4,135.0,1,32,4,2,0,0,32,52,20,0,0,3,2,0,9,4.5,9,3,19,0,0,0,1,1,1,0,1,0,1,0,3,41,13.7,18,0,0,0,0,0,2,37,18.5,25,0,1,0,0,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,24,0,3,3,100.0,6,0.0,4,247,0,61.8,1,3,72,24.0,0,0,0,6,259,247,55,43.2,41.2,0,1,3,3,50.0,0,0.0,0,2,12,6.0,0,0,0,0,0,0,20,4,15,1,3,12,25.0,1,2,50.0,5,49,73,390,5.3,3,1,0,0,0,0,1.0,24,12,12,0,0,0
46181,2018-12-23,21:25:00 GMT,59,PIT,Pittsburgh,Steelers,70,NO,New Orleans,Saints,1252,Mercedes-Benz Superdome,70,NO,New Orleans,Saints,40,27,67.5,40.0,326,313,8.2,7.4,313.0,1,2.5,1,2.5,42,6,1,2,13,90.2,19,19.0,57,3.0,57.0,3,8,5,26.3,0,0,1,27,326,12.1,326.0,1,42,16,6,1,0,50,60,10,3,16,1,0,0,0,0.0,0,2,26,25,0,0,1,0,2,0,2,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,1,0.0,50,0,4,4,100.0,7,0.0,5,325,0,65.0,4,1,20,20.0,0,0,0,3,141,141,56,47.0,47.0,0,1,0,0,0.0,0,0.0,2,0,0,0.0,0,0,0,0,0,0,24,16,5,3,6,12,50.0,0,0,0.0,9,91,61,370,6.1,4,1,0,0,0,0,1.0,31,28,3,0,0,0
46175,2018-12-23,18:00:00 GMT,53,NYG,New York,Giants,65,IND,Indianapolis,Colts,1111,Lucas Oil Stadium,53,NYG,New York,Giants,33,25,75.8,33.0,309,309,9.4,9.4,309.0,1,3.0,1,3.0,55,5,1,0,0,101.7,29,29.0,83,2.9,83.0,2,14,4,13.8,0,0,0,25,309,12.4,309.0,1,55,17,5,1,0,44,53,9,1,4,6,1,0,0,0.0,0,5,20,10,0,0,0,0,1,0,1,0,1,0,1,16,16.0,16,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,40,0,3,3,100.0,9,0.0,6,388,0,64.7,5,1,24,24.0,0,0,0,3,145,142,52,48.3,47.3,0,0,0,1,33.3,0,0.0,1,2,3,1.5,0,0,0,0,0,0,22,17,4,1,7,12,58.3,0,0,0.0,6,24,62,392,6.3,3,0,1,0,0,0,0.0,27,28,-1,0,0,0
46171,2018-12-23,18:00:00 GMT,62,GB,Green Bay,Packers,51,NYJ,New York,Jets,1132,MetLife Stadium,51,NYJ,New York,Jets,35,24,68.6,35.0,341,323,9.7,8.7,323.0,3,8.6,0,0.0,33,5,0,2,18,128.4,20,20.0,47,2.4,47.0,1,15,4,20.0,0,0,0,24,341,14.2,341.0,3,33,18,5,0,0,43,60,17,4,29,4,0,0,0,0.0,0,4,28,33,0,0,1,0,1,0,1,0,1,0,6,236,39.3,99,1,5,2,0,0,1,40,40.0,40,0,1,1,1,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,100.0,0,1,0.0,0,0,0.0,33,0,5,5,100.0,8,0.0,8,518,0,64.8,5,3,80,26.7,0,0,0,4,174,174,52,43.5,43.5,0,0,2,2,50.0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,23,18,4,1,3,11,27.3,2,2,100.0,10,123,57,370,6.5,4,0,1,0,0,1,0.0,32,44,-12,0,0,0
46172,2018-12-23,18:00:00 GMT,64,HOU,Houston,Texans,54,PHI,Philadelphia,Eagles,1138,Lincoln Financial Field,54,PHI,Philadelphia,Eagles,50,35,70.0,50.0,471,462,9.4,9.1,462.0,4,8.0,1,2.0,83,7,2,1,9,118.0,22,22.0,57,2.6,57.0,0,16,4,18.2,0,0,1,35,473,13.5,473.0,4,83,18,7,2,0,46,59,13,4,21,4,0,0,0,0.0,0,2,20,24,0,0,3,2,1,1,1,2,2,0,4,96,24.0,35,0,3,0,0,0,1,11,11.0,11,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,47,0,2,3,66.7,8,0.0,6,378,0,63.0,1,5,122,24.4,0,0,0,2,96,88,48,48.0,44.0,0,0,0,0,0.0,1,50.0,0,1,8,8.0,1,0,1,0,0,0,25,18,4,3,9,16,56.2,4,4,100.0,11,105,73,519,7.1,4,1,0,0,0,0,1.0,32,30,2,0,0,0
46181,2018-12-23,21:25:00 GMT,59,PIT,Pittsburgh,Steelers,70,NO,New Orleans,Saints,1252,Mercedes-Benz Superdome,59,PIT,Pittsburgh,Steelers,50,33,66.0,50.0,380,364,7.6,6.9,364.0,3,6.0,0,0.0,49,6,1,3,16,108.8,18,18.0,65,3.6,65.0,0,16,2,11.1,0,0,2,33,381,11.6,381.0,3,49,21,6,1,0,42,47,5,2,13,2,1,0,27,27.0,27,8,18,19,1,0,3,2,1,1,1,-5,2,0,2,20,10.0,20,0,1,0,0,0,0,0,0.0,0,0,0,0,2,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,49,0,2,2,100.0,8,0.0,6,390,0,65.0,6,0,0,0.0,0,0,0,2,98,98,57,49.0,49.0,0,0,0,0,0.0,1,50.0,1,0,0,0.0,1,1,1,1,0,0,26,21,2,3,6,13,46.2,1,2,50.0,6,79,71,429,6.0,3,0,1,0,0,0,0.0,28,31,-3,0,0,0
46179,2018-12-23,21:05:00 GMT,60,CHI,Chicago,Bears,78,SF,San Francisco,49ers,1144,Levi's Stadium,78,SF,San Francisco,49ers,38,22,57.9,38.0,241,232,6.3,6.0,232.0,0,0.0,1,2.6,35,4,0,1,9,65.8,15,15.0,47,3.1,47.0,0,11,4,26.7,0,0,0,22,241,11.0,241.0,0,35,11,4,0,0,49,63,14,3,11,2,0,0,0,0.0,0,1,13,17,0,0,0,0,1,0,2,0,2,0,3,47,15.7,17,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,3,3,100.0,0,0,0.0,1,1,100.0,2,2,100.0,0,0,0.0,0,0,0.0,33,0,0,0,0.0,9,0.0,3,194,0,64.7,1,2,62,31.0,0,0,0,4,181,181,49,45.2,45.2,0,0,0,1,25.0,0,0.0,4,0,0,0.0,0,0,0,0,0,0,15,11,4,0,7,14,50.0,0,1,0.0,6,45,54,279,5.2,0,0,1,0,0,0,0.0,9,14,-5,0,0,0
46182,2018-12-23,01:20:00 GMT,73,KC,Kansas City,Chiefs,79,SEA,Seattle,Seahawks,1147,CenturyLink Field,79,SEA,Seattle,Seahawks,29,18,62.1,29.0,271,254,9.3,7.9,254.0,3,10.3,0,0.0,45,4,1,3,17,127.2,43,43.0,210,4.9,210.0,2,26,11,25.6,1,0,0,18,271,15.1,271.0,3,45,15,4,1,0,37,61,24,1,8,3,0,0,0,0.0,0,3,22,13,0,0,1,0,3,1,2,0,3,0,1,32,32.0,32,0,1,0,0,0,2,13,6.5,10,0,0,0,0,0,0,1,2,50.0,0,0,0.0,1,1,100.0,0,1,0.0,0,0,0.0,0,0,0.0,28,0,5,5,100.0,8,0.0,6,365,0,60.8,2,4,116,29.0,0,0,0,3,104,104,46,34.7,34.7,0,2,1,1,33.3,0,0.0,0,0,0,0.0,0,0,0,0,0,0,31,15,11,5,7,14,50.0,0,0,0.0,3,20,75,464,6.2,5,1,0,0,0,0,1.0,38,31,7,0,0,0
46176,2018-12-23,18:00:00 GMT,71,TB,Tampa Bay,Buccaneers,52,DAL,Dallas,Cowboys,1103,AT&T Stadium,71,TB,Tampa Bay,Buccaneers,48,34,70.8,48.0,336,320,7.0,6.3,320.0,1,2.1,0,0.0,38,4,0,3,16,97.2,24,24.0,63,2.6,63.0,1,33,1,4.2,0,0,1,34,336,9.9,336.0,1,38,19,4,0,0,41,52,11,1,9,2,0,0,0,0.0,0,1,16,31,0,0,2,2,1,0,0,-19,0,0,2,69,34.5,38,0,2,0,0,0,0,0,0.0,0,0,0,0,2,0,0,2,3,66.7,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,1,0.0,45,0,2,2,100.0,8,0.0,4,262,0,65.5,3,1,20,20.0,0,0,0,2,102,89,57,51.0,44.5,0,0,0,0,0.0,0,0.0,1,1,13,13.0,0,0,0,0,0,0,27,19,1,7,4,13,30.8,1,2,50.0,9,72,75,383,5.1,2,0,1,0,0,0,0.0,20,27,-7,0,0,0
46177,2018-12-22,21:30:00 GMT,55,WAS,Washington,Redskins,67,TEN,Tennessee,Titans,1155,Nissan Stadium,67,TEN,Tennessee,Titans,25,17,68.0,25.0,211,192,8.4,6.9,192.0,1,4.0,0,0.0,35,2,0,3,19,107.2,27,27.0,99,3.7,99.0,1,18,8,29.6,0,0,0,17,211,12.4,211.0,1,35,11,2,0,0,39,66,27,2,22,4,2,1,57,28.5,1,5,13,24,0,0,0,0,0,0,0,0,0,0,1,31,31.0,31,0,1,0,0,0,1,16,16.0,16,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,42,0,1,2,50.0,7,0.0,4,260,0,65.0,3,1,28,28.0,0,0,0,4,169,169,50,42.2,42.2,0,2,1,3,75.0,0,0.0,2,0,0,0.0,0,0,0,0,0,0,20,11,8,1,5,11,45.4,0,0,0.0,2,10,55,291,5.3,2,1,0,0,0,0,1.0,25,16,9,0,0,0
46177,2018-12-22,21:30:00 GMT,55,WAS,Washington,Redskins,67,TEN,Tennessee,Titans,1155,Nissan Stadium,55,WAS,Washington,Redskins,23,13,56.5,23.0,153,131,6.6,5.2,131.0,1,4.4,2,8.7,41,2,0,2,22,55.2,34,34.0,161,4.7,161.0,0,16,7,20.6,0,0,0,13,153,11.8,153.0,1,41,9,2,0,0,44,58,14,3,19,1,0,0,0,0.0,0,2,17,28,0,0,0,0,0,0,0,0,0,0,1,28,28.0,28,0,1,0,0,0,0,0,0.0,0,0,0,0,2,0,0,3,3,100.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,1,1,100.0,50,0,1,1,100.0,10,0.0,5,325,0,65.0,4,1,31,31.0,0,0,0,2,107,91,57,53.5,45.5,0,0,0,1,50.0,0,0.0,1,1,16,16.0,0,0,0,0,0,0,17,9,7,1,8,14,57.1,0,0,0.0,8,49,59,292,5.0,1,0,1,0,0,0,0.0,16,25,-9,0,0,0
