#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassAvg,#PassNetYards,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveTD,#FirstDownsTotal,#DefensiveTwoPt,#DefensiveXP,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
56763,2020-09-13,17:00:00 GMT,62,GB,Green Bay,Packers,63,MIN,Minnesota,Vikings,1246,US Bank Stadium,63,MIN,Minnesota,Vikings,25,19,76.0,25.0,259,10.4,248,9.2,248.0,2,8.0,1,4.0,37,5,0,2,11,118.6,22,22.0,134,6.1,134.0,2,21,10,45.4,1,0,0,19,259,13.6,259.0,2,37,12,5,0,0,54,64,10,0,0,1,0,0,0,0.0,0,2,18,4,0,0,0,0,1,0,0,0,0,0,2,64,32.0,38,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,35,0,1,1,100.0,4,0.0,6,325,0,54.2,4,2,18,9.0,0,1,0,2,80,80,40,40.0,40.0,0,0,0,1,50.0,0,0.0,1,1,0,0.0,3,3,1,1,2,2,0,25,0,0,12,10,3,3,6,50.0,0,1,0.0,5,20,49,382,7.8,4,0,1,0,0,0,0.0,34,43,-9,0,0,0
56764,2020-09-13,17:00:00 GMT,49,MIA,Miami,Dolphins,50,NE,New England,Patriots,1129,Gillette Stadium,50,NE,New England,Patriots,19,15,79.0,19.0,155,8.2,140,6.7,140.0,0,0.0,0,0.0,25,1,0,2,15,100.7,42,42.0,217,5.2,217.0,3,23,18,42.9,1,0,0,15,155,10.3,155.0,0,25,8,1,0,0,46,67,21,1,9,4,3,0,20,6.7,15,5,18,19,0,0,2,1,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,3,3,100.0,3,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,3,119,122,55,39.7,40.7,0,1,1,3,100.0,0,0.0,0,1,-3,-3.0,0,0,0,0,0,0,0,29,0,0,8,18,3,5,10,50.0,1,1,100.0,3,47,63,357,5.7,3,1,0,0,0,0,1.0,21,11,10,0,0,0
56767,2020-09-13,20:25:00 GMT,71,TB,Tampa Bay,Buccaneers,70,NO,New Orleans,Saints,1252,Mercedes-Benz Superdome,70,NO,New Orleans,Saints,31,19,61.3,31.0,198,6.4,189,5.9,189.0,2,6.4,0,0.0,46,2,1,1,9,101.3,34,34.0,82,2.4,82.0,1,13,5,14.7,0,0,0,19,198,10.4,198.0,2,46,10,2,1,0,44,57,13,3,15,7,2,1,53,26.5,36,6,21,56,1,0,0,0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,4,59,14.8,18,0,0,0,1,0,0,2,2,100.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,29,0,4,4,100.0,10,0.0,7,422,0,60.3,6,0,0,0.0,0,0,0,6,264,264,51,44.0,44.0,0,0,1,5,83.3,0,0.0,4,1,0,0.0,0,0,0,0,0,0,0,18,0,0,10,5,3,5,15,33.3,0,1,0.0,6,119,66,271,4.1,3,1,0,0,0,0,1.0,34,23,11,0,0,0
56770,2020-09-14,23:15:00 GMT,59,PIT,Pittsburgh,Steelers,53,NYG,New York,Giants,1132,MetLife Stadium,53,NYG,New York,Giants,44,27,61.4,44.0,279,6.3,262,5.6,262.0,2,4.6,2,4.6,41,3,1,3,17,75.8,20,20.0,29,1.4,29.0,0,13,2,10.0,0,0,0,27,303,11.2,303.0,2,41,17,3,1,0,47,64,17,2,21,8,0,0,0,0.0,0,4,19,26,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,3,39,13.0,20,0,1,0,1,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,21,0,1,1,100.0,4,0.0,4,205,0,51.2,2,2,33,16.5,0,1,0,5,191,178,53,38.2,35.6,0,0,1,3,60.0,0,0.0,1,2,13,6.5,1,0,1,0,0,0,0,20,0,0,16,2,2,8,15,53.3,1,1,100.0,4,25,64,291,4.6,2,0,1,0,0,0,0.0,16,26,-10,0,0,0
56759,2020-09-13,17:00:00 GMT,51,NYJ,New York,Jets,48,BUF,Buffalo,Bills,1296,Bills Stadium,51,NYJ,New York,Jets,35,21,60.0,35.0,215,6.1,202,5.3,202.0,1,2.9,1,2.9,69,3,1,3,13,75.3,15,15.0,52,3.5,52.0,1,8,4,26.7,0,0,0,21,215,10.2,215.0,1,69,8,3,1,0,59,88,29,3,6,2,0,0,0,0.0,0,6,29,23,0,0,1,1,0,3,0,8,3,0,2,32,16.0,26,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,31,0,2,2,100.0,5,0.0,3,141,0,47.0,1,2,31,15.5,0,1,0,6,278,208,58,46.3,34.7,0,0,0,0,0.0,0,0.0,1,5,70,14.0,0,0,0,0,0,0,0,15,0,0,8,4,3,4,11,36.4,0,0,0.0,9,95,53,254,4.8,2,0,1,0,0,0,0.0,17,27,-10,0,0,0
56765,2020-09-13,17:00:00 GMT,54,PHI,Philadelphia,Eagles,55,WAS,Washington,Football Team,1157,FedEx Field,54,PHI,Philadelphia,Eagles,42,24,57.1,42.0,270,6.4,208,4.2,208.0,2,4.8,2,4.8,55,4,1,8,62,72.5,17,17.0,57,3.4,57.0,0,13,3,17.6,0,0,0,24,270,11.2,270.0,2,55,13,4,1,0,45,65,20,3,7,2,0,0,0,0.0,0,7,30,29,0,0,3,1,0,5,0,0,5,0,0,0,0.0,0,0,0,0,0,0,3,14,4.7,11,0,0,0,2,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,1,0.0,38,0,2,2,100.0,5,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,5,268,251,62,53.6,50.2,0,0,0,3,60.0,0,0.0,0,4,17,4.2,0,0,0,0,0,0,0,19,0,0,13,3,3,5,14,35.7,0,2,0.0,3,20,67,265,4.0,2,0,1,0,0,0,0.0,17,27,-10,0,0,0
56770,2020-09-14,23:15:00 GMT,59,PIT,Pittsburgh,Steelers,53,NYG,New York,Giants,1132,MetLife Stadium,59,PIT,Pittsburgh,Steelers,32,21,65.6,32.0,229,7.2,208,6.1,208.0,3,9.4,0,0.0,28,2,0,2,21,117.8,30,30.0,141,4.7,141.0,0,30,5,16.7,2,0,0,21,229,10.9,229.0,3,28,14,2,0,0,45,58,13,3,17,2,2,0,0,0.0,0,8,28,39,0,0,3,1,0,2,0,-5,2,0,1,33,33.0,33,0,1,0,0,0,3,13,4.3,12,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,41,0,2,3,66.7,8,0.0,6,386,1,64.3,5,0,0,0.0,0,0,0,4,183,144,59,45.8,36.0,0,0,0,1,25.0,0,0.0,1,3,39,13.0,0,0,0,0,0,0,0,19,0,0,14,5,0,8,15,53.3,1,1,100.0,3,21,64,349,5.4,3,1,0,0,0,0,1.0,26,16,10,0,0,0
56768,2020-09-13,20:25:00 GMT,76,ARI,Arizona,Cardinals,78,SF,San Francisco,49ers,1144,Levi's Stadium,78,SF,San Francisco,49ers,33,19,57.6,33.0,259,7.8,243,6.8,243.0,2,6.1,0,0.0,76,2,2,3,16,103.0,25,25.0,123,4.9,123.0,0,16,6,24.0,0,0,0,19,259,13.6,259.0,2,76,10,2,2,0,47,73,26,2,6,1,1,0,16,16.0,16,4,24,31,0,0,0,0,1,0,0,0,0,0,1,16,16.0,16,0,0,0,0,0,3,29,9.7,12,0,0,0,0,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,52,0,2,2,100.0,8,0.0,5,330,0,66.0,4,1,42,42.0,0,0,0,5,178,170,51,35.6,34.0,1,1,0,3,60.0,0,0.0,1,2,8,4.0,0,0,0,0,0,0,0,18,0,0,10,6,2,2,11,18.2,0,2,0.0,5,53,61,366,6.0,2,0,1,0,0,0,0.0,20,24,-4,0,0,0
56757,2020-09-13,17:00:00 GMT,79,SEA,Seattle,Seahawks,68,ATL,Atlanta,Falcons,1130,Mercedes-Benz Stadium,79,SEA,Seattle,Seahawks,35,31,88.6,35.0,322,9.2,299,7.9,299.0,4,11.4,0,0.0,38,3,0,3,23,143.1,20,20.0,84,4.2,84.0,1,28,6,30.0,1,0,0,31,322,10.4,322.0,4,38,15,3,0,0,45,68,23,2,16,2,1,0,0,0.0,0,8,26,22,0,0,1,0,0,1,0,1,1,0,2,43,21.5,24,0,1,0,0,0,1,15,15.0,15,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,42,0,5,5,100.0,8,0.0,7,455,0,65.0,7,0,0,0.0,0,0,0,4,191,183,53,47.8,45.8,0,1,0,2,50.0,0,0.0,2,1,8,8.0,0,0,0,0,0,0,0,22,0,0,15,6,1,3,9,33.3,1,1,100.0,6,46,58,383,6.6,5,1,0,0,0,0,1.0,38,25,13,0,0,0
56767,2020-09-13,20:25:00 GMT,71,TB,Tampa Bay,Buccaneers,70,NO,New Orleans,Saints,1252,Mercedes-Benz Superdome,71,TB,Tampa Bay,Buccaneers,36,23,63.9,36.0,239,6.6,224,5.7,224.0,2,5.6,2,5.6,37,3,0,3,15,78.4,26,26.0,86,3.3,86.0,1,21,7,26.9,1,0,0,23,249,10.8,249.0,2,37,11,3,0,0,44,68,24,1,9,2,0,0,0,0.0,0,4,24,37,0,0,2,1,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,4,0,1,1,2,50.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,1,0.0,38,0,2,2,100.0,5,0.0,5,276,0,55.2,4,1,0,0.0,0,1,0,5,236,177,59,47.2,35.4,0,0,0,0,0.0,0,0.0,1,4,59,14.8,1,0,1,0,0,0,0,23,0,0,10,7,6,5,13,38.5,1,1,100.0,9,103,65,310,4.8,3,0,1,0,0,0,0.0,23,34,-11,0,0,0
56771,2020-09-14,02:10:00 GMT,67,TEN,Tennessee,Titans,72,DEN,Denver,Broncos,1289,Empower Field at Mile High,67,TEN,Tennessee,Titans,43,29,67.4,43.0,249,5.8,247,5.6,247.0,2,4.6,0,0.0,29,3,0,1,2,97.9,34,34.0,130,3.8,130.0,0,13,6,17.6,0,0,0,29,249,8.6,249.0,2,29,17,3,0,0,37,53,16,0,0,0,0,0,0,0.0,0,5,23,17,0,0,0,0,2,0,1,0,1,0,1,19,19.0,19,0,0,0,0,0,3,19,6.3,11,0,0,0,1,0,1,1,4,25.0,0,0,0.0,1,1,100.0,0,0,0.0,0,3,0.0,0,0,0.0,25,0,1,2,50.0,4,0.0,4,260,0,65.0,4,0,0,0.0,0,0,0,4,204,185,66,51.0,46.2,0,1,0,3,75.0,0,0.0,1,2,19,9.5,0,0,0,0,0,0,0,26,0,0,17,6,3,7,16,43.8,1,1,100.0,5,37,78,377,4.8,2,1,0,0,0,0,1.0,16,14,2,0,0,0
56765,2020-09-13,17:00:00 GMT,54,PHI,Philadelphia,Eagles,55,WAS,Washington,Football Team,1157,FedEx Field,55,WAS,Washington,Football Team,31,17,54.8,31.0,178,5.7,159,4.7,159.0,1,3.2,0,0.0,21,1,0,3,19,82.5,36,36.0,80,2.2,80.0,2,20,5,13.9,1,0,0,17,178,10.5,178.0,1,21,11,1,0,0,36,61,25,8,62,4,2,0,32,16.0,32,7,31,113,0,0,2,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,17,3.4,11,0,0,0,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,1,1,100.0,1,2,50.0,0,0,0.0,40,0,3,3,100.0,9,0.0,6,390,0,65.0,6,0,0,0.0,0,0,0,7,329,310,51,47.0,44.3,0,0,2,2,28.6,0,0.0,2,2,19,9.5,0,0,0,0,0,0,0,18,0,0,11,5,2,5,18,27.8,1,2,50.0,7,55,70,239,3.4,3,1,0,0,0,0,1.0,27,17,10,0,0,0
