#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveTwoPt,#DefensiveXP,#DefensiveTD,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
56784,2020-09-20,17:00:00 GMT,61,DET,Detroit,Lions,62,GB,Green Bay,Packers,1108,Lambeau Field,61,DET,Detroit,Lions,33,20,60.6,33.0,244,218,7.4,5.9,218.0,2,6.1,1,3.0,36,3,0,4,26,91.0,21,21.0,89,4.2,89.0,1,25,8,38.1,1,0,0,20,244,12.2,244.0,2,36,10,3,0,0,46,64,18,1,11,0,0,0,0,0.0,0,5,19,21,0,0,0,0,0,0,0,0,0,0,1,27,27.0,27,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,3,3,100.0,3,0.0,4,238,0,59.5,2,2,34,17.0,0,0,0,5,271,265,67,54.2,53.0,0,1,0,2,40.0,0,0.0,2,2,6,3.0,0,0,0,0,0,0,0,0,0,19,10,8,1,6,12,50.0,0,1,0.0,7,70,58,307,5.3,3,0,1,0,0,0,0.0,21,42,-21,0,0,0
56784,2020-09-20,17:00:00 GMT,61,DET,Detroit,Lions,62,GB,Green Bay,Packers,1108,Lambeau Field,62,GB,Green Bay,Packers,30,18,60.0,30.0,240,229,8.0,7.4,229.0,2,6.7,0,0.0,41,4,1,1,11,107.6,35,35.0,259,7.4,259.0,2,75,9,25.7,0,1,0,18,240,13.3,240.0,2,41,13,4,1,0,37,52,15,4,26,2,1,1,7,7.0,7,4,21,31,0,0,0,0,0,0,0,0,0,0,2,34,17.0,19,0,0,0,0,0,2,6,3.0,6,0,0,0,2,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,43,0,4,4,100.0,10,0.0,8,524,0,65.5,7,1,27,27.0,0,0,0,3,138,138,54,46.0,46.0,0,2,0,3,100.0,0,0.0,0,0,0,0.0,1,1,0,0,1,1,0,0,0,26,13,9,4,6,12,50.0,1,1,100.0,8,60,66,488,7.4,4,1,0,0,0,0,1.0,42,21,21,0,0,0
56775,2020-09-20,20:25:00 GMT,56,BAL,Baltimore,Ravens,64,HOU,Houston,Texans,1110,NRG Stadium,64,HOU,Houston,Texans,36,25,69.4,36.0,275,253,7.6,6.3,253.0,1,2.8,1,2.8,38,3,0,4,22,89.5,17,17.0,51,3.0,51.0,0,9,2,11.8,0,0,0,25,275,11.0,275.0,1,38,15,3,0,0,44,75,31,4,27,1,0,0,0,0.0,0,3,16,33,0,0,1,1,1,0,0,0,0,0,1,17,17.0,17,0,0,0,0,0,1,10,10.0,10,0,0,0,1,0,0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,2,2,100.0,0,0,0.0,45,0,1,1,100.0,10,0.0,4,245,0,61.2,1,3,57,19.0,0,0,0,3,140,132,57,46.7,44.0,0,0,0,2,66.7,0,0.0,2,1,8,8.0,0,0,0,0,0,0,0,0,0,18,15,2,1,3,9,33.3,0,1,0.0,4,22,57,304,5.3,1,0,1,0,0,0,0.0,16,33,-17,0,0,0
56783,2020-09-20,17:00:00 GMT,63,MIN,Minnesota,Vikings,65,IND,Indianapolis,Colts,1111,Lucas Oil Stadium,65,IND,Indianapolis,Colts,25,19,76.0,25.0,214,203,8.6,7.5,203.0,1,4.0,1,4.0,33,4,0,2,11,97.8,40,40.0,151,3.8,151.0,1,13,11,27.5,0,0,0,19,214,11.3,214.0,1,33,10,4,0,0,34,45,11,3,18,3,3,0,59,19.7,43,9,19,22,0,1,1,0,1,0,2,0,2,0,2,27,13.5,24,0,1,0,0,0,4,40,10.0,16,0,0,0,0,0,0,4,4,100.0,0,0,0.0,1,1,100.0,2,2,100.0,1,1,100.0,0,0,0.0,44,0,2,2,100.0,14,0.0,7,433,0,61.9,3,4,77,19.2,0,0,0,2,87,87,48,43.5,43.5,0,0,2,1,50.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,24,10,11,3,3,11,27.3,1,1,100.0,9,93,67,354,5.3,2,1,0,0,0,0,1.0,28,11,17,0,0,0
56777,2020-09-20,17:00:00 GMT,66,JAX,Jacksonville,Jaguars,67,TEN,Tennessee,Titans,1155,Nissan Stadium,66,JAX,Jacksonville,Jaguars,45,30,66.7,45.0,339,315,7.5,6.7,315.0,3,6.7,2,4.4,45,3,1,2,24,92.7,27,27.0,165,6.1,165.0,1,39,9,33.3,1,0,1,30,339,11.3,339.0,3,45,20,3,1,0,44,70,26,1,8,0,0,0,0,0.0,0,3,14,22,0,0,2,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,35,0,3,4,75.0,6,0.0,6,327,0,54.5,2,4,54,13.5,0,0,0,2,80,80,45,40.0,40.0,0,1,0,1,50.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,30,20,9,1,10,14,71.4,1,1,100.0,8,60,74,480,6.5,4,0,1,0,0,0,0.0,30,33,-3,0,0,0
56774,2020-09-20,20:25:00 GMT,73,KC,Kansas City,Chiefs,75,LAC,Los Angeles,Chargers,1288,SoFi Stadium,73,KC,Kansas City,Chiefs,47,27,57.4,47.0,302,289,6.4,6.0,289.0,2,4.3,0,0.0,54,3,1,1,13,90.9,22,22.0,125,5.7,125.0,0,21,8,36.4,1,0,0,27,302,11.2,302.0,2,54,15,3,1,0,52,91,39,2,15,1,1,0,0,0.0,0,3,17,17,0,0,0,0,0,0,0,0,0,0,1,31,31.0,31,0,1,0,0,0,1,16,16.0,16,0,0,0,1,0,0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,2,2,100.0,58,1,0,1,0.0,9,0.0,5,321,0,64.2,1,4,93,23.2,0,0,0,5,221,218,55,44.2,43.6,0,1,0,2,40.0,1,20.0,2,1,3,3.0,1,1,1,1,0,0,0,0,0,23,15,8,0,7,15,46.7,1,1,100.0,11,90,70,414,5.9,2,1,0,0,0,0,1.0,23,20,3,0,0,0
56787,2020-09-21,00:15:00 GMT,70,NO,New Orleans,Saints,74,LV,Las Vegas,Raiders,1287,Allegiant Stadium,74,LV,Las Vegas,Raiders,38,28,73.7,38.0,284,261,7.5,6.4,261.0,3,7.9,0,0.0,31,3,0,3,23,120.9,35,35.0,116,3.3,116.0,1,20,5,14.3,1,0,2,28,286,10.2,286.0,3,31,18,3,0,0,42,46,4,0,0,5,1,0,6,6.0,6,5,13,0,0,0,2,1,0,1,0,-6,1,0,2,46,23.0,30,0,1,0,0,0,1,5,5.0,5,0,0,0,2,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,54,0,4,4,100.0,10,0.0,6,397,0,66.2,4,2,64,32.0,0,0,0,2,80,80,44,40.0,40.0,0,0,0,1,50.0,0,0.0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,28,18,5,5,10,17,58.8,2,2,100.0,3,13,76,377,5.0,4,1,0,0,0,0,1.0,34,24,10,0,0,0
56774,2020-09-20,20:25:00 GMT,73,KC,Kansas City,Chiefs,75,LAC,Los Angeles,Chargers,1288,SoFi Stadium,75,LAC,Los Angeles,Chargers,33,22,66.7,33.0,311,296,9.4,8.5,296.0,1,3.0,1,3.0,35,5,0,2,15,94.4,44,44.0,183,4.2,183.0,1,13,13,29.6,0,0,0,22,315,14.3,315.0,1,35,14,5,0,0,39,68,29,1,13,2,0,0,0,0.0,0,7,23,14,1,0,1,0,0,0,1,0,1,0,4,85,21.2,29,0,3,0,0,0,1,3,3.0,3,0,0,0,2,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,41,0,2,2,100.0,8,0.0,5,331,0,66.2,4,1,31,31.0,0,0,0,3,131,115,61,43.7,38.3,0,0,1,1,33.3,0,0.0,1,1,16,16.0,0,0,0,0,0,0,0,0,0,28,14,13,1,6,13,46.2,1,2,50.0,6,40,79,479,6.1,2,0,1,0,0,0,0.0,20,23,-3,0,0,0
56780,2020-09-20,17:00:00 GMT,77,LA,Los Angeles,Rams,54,PHI,Philadelphia,Eagles,1138,Lincoln Financial Field,77,LA,Los Angeles,Rams,27,20,74.1,27.0,267,258,9.9,9.2,258.0,3,11.1,0,0.0,28,6,0,1,9,142.0,39,39.0,191,4.9,191.0,2,40,11,28.2,0,1,0,20,267,13.4,267.0,3,28,17,6,0,0,44,60,16,0,0,4,2,0,0,0.0,0,6,16,0,0,0,1,1,0,1,0,3,1,0,1,19,19.0,19,0,0,0,0,0,1,8,8.0,9,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,30,1,4,5,80.0,7,0.0,7,443,0,63.3,4,3,90,30.0,0,0,0,2,96,96,57,48.0,48.0,0,1,0,1,50.0,1,50.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,30,17,11,2,7,12,58.3,1,1,100.0,4,24,67,449,6.7,5,1,0,0,0,0,1.0,37,19,18,0,0,0
56782,2020-09-20,17:00:00 GMT,48,BUF,Buffalo,Bills,49,MIA,Miami,Dolphins,1126,Hard Rock Stadium,49,MIA,Miami,Dolphins,47,31,66.0,47.0,328,311,7.0,6.2,311.0,2,4.3,0,0.0,27,4,0,3,17,100.3,22,22.0,99,4.5,99.0,1,14,6,27.3,0,0,1,31,328,10.6,328.0,2,27,20,4,0,0,33,63,30,1,4,0,0,0,0,0.0,0,2,16,6,0,0,1,0,1,1,1,0,2,0,0,0,0.0,0,0,0,0,0,0,2,11,5.5,10,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,52,0,2,2,100.0,8,0.0,6,292,0,48.7,4,2,-1,-0.5,0,1,0,5,262,244,63,52.4,48.8,0,0,2,3,60.0,0,0.0,1,2,18,9.0,1,1,1,1,0,0,0,0,0,28,20,6,2,5,12,41.7,0,1,0.0,3,20,72,410,5.7,3,0,1,0,0,0,0.0,28,31,-3,0,0,0
56783,2020-09-20,17:00:00 GMT,63,MIN,Minnesota,Vikings,65,IND,Indianapolis,Colts,1111,Lucas Oil Stadium,63,MIN,Minnesota,Vikings,26,11,42.3,26.0,113,95,4.4,3.3,95.0,0,0.0,3,11.5,45,2,0,3,18,15.9,18,18.0,80,4.4,80.0,1,16,3,16.7,0,0,0,11,113,10.3,113.0,0,45,5,2,0,0,61,77,16,2,8,1,1,0,0,0.0,0,2,15,19,0,0,0,0,0,0,0,0,0,0,4,77,19.2,26,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,21,0,0,0,0.0,3,0.0,4,190,0,47.5,1,2,24,12.0,0,1,0,4,168,118,46,42.0,29.5,0,0,0,0,0.0,0,0.0,0,4,50,12.5,1,1,0,0,1,1,0,0,0,12,5,3,4,2,9,22.2,0,0,0.0,6,45,47,175,3.7,1,0,1,0,0,0,0.0,11,28,-17,0,0,0
56773,2020-09-20,00:20:00 GMT,50,NE,New England,Patriots,79,SEA,Seattle,Seahawks,1147,CenturyLink Field,50,NE,New England,Patriots,44,30,68.2,44.0,397,397,9.0,8.8,397.0,1,2.3,1,2.3,49,4,1,1,0,94.6,25,25.0,67,2.7,67.0,2,13,5,20.0,0,0,0,30,397,13.2,397.0,1,49,22,4,1,0,41,63,22,2,13,3,1,1,43,43.0,43,1,11,51,0,0,0,0,0,0,0,0,0,0,4,99,24.8,30,0,3,0,0,0,1,0,0.0,12,0,0,0,2,0,0,1,2,50.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,1,0.0,25,0,3,3,100.0,6,0.0,6,389,0,64.8,3,3,89,29.7,0,0,0,2,113,93,57,56.5,46.5,0,0,1,0,0.0,0,0.0,0,1,20,20.0,1,0,0,0,1,0,0,0,0,29,22,5,2,7,12,58.3,1,1,100.0,2,12,70,464,6.6,3,0,1,0,0,0,0.0,30,35,-5,0,0,0
56787,2020-09-21,00:15:00 GMT,70,NO,New Orleans,Saints,74,LV,Las Vegas,Raiders,1287,Allegiant Stadium,70,NO,New Orleans,Saints,38,26,68.4,38.0,312,312,8.2,8.2,312.0,1,2.6,1,2.6,29,3,0,0,0,91.1,19,19.0,112,5.9,112.0,2,21,8,42.1,1,0,0,26,317,12.2,317.0,1,29,17,3,0,0,48,78,30,3,23,0,0,0,0,0.0,0,4,24,39,0,0,0,0,0,0,1,0,1,0,2,64,32.0,35,0,2,0,0,0,0,0,0.0,0,0,0,0,2,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,31,0,3,3,100.0,6,0.0,5,325,0,65.0,3,2,46,23.0,0,0,0,3,109,104,43,36.3,34.7,0,0,0,2,66.7,0,0.0,2,1,5,5.0,0,0,0,0,0,0,0,0,0,26,17,8,1,7,11,63.6,0,0,0.0,10,129,57,424,7.4,3,0,1,0,0,0,0.0,24,34,-10,0,0,0
56786,2020-09-20,17:00:00 GMT,53,NYG,New York,Giants,60,CHI,Chicago,Bears,1098,Soldier Field,53,NYG,New York,Giants,40,25,62.5,40.0,241,220,6.0,5.0,220.0,0,0.0,1,2.5,24,3,0,4,21,68.8,18,18.0,75,4.2,75.0,1,18,4,22.2,0,0,0,25,241,9.6,241.0,0,24,15,3,0,0,52,60,8,4,21,2,2,0,12,6.0,13,5,19,24,0,0,1,1,0,0,0,0,0,0,2,56,28.0,34,0,2,0,0,0,1,11,11.0,11,0,0,0,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,0,1,0.0,39,0,1,1,100.0,7,0.0,4,258,0,64.5,0,4,93,23.2,0,0,0,3,174,174,62,58.0,58.0,0,1,1,2,66.7,1,33.3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22,15,4,3,3,13,23.1,3,3,100.0,3,20,62,295,4.8,1,0,1,0,0,0,0.0,13,17,-4,0,0,0
56781,2020-09-20,17:00:00 GMT,78,SF,San Francisco,49ers,51,NYJ,New York,Jets,1132,MetLife Stadium,51,NYJ,New York,Jets,32,21,65.6,32.0,179,173,5.6,5.2,173.0,1,3.1,0,0.0,30,2,0,1,6,90.5,29,29.0,104,3.6,104.0,0,13,5,17.2,0,0,0,21,179,8.5,179.0,1,30,10,2,0,0,40,58,18,3,25,3,1,0,23,23.0,23,4,21,62,0,0,0,0,1,0,0,0,0,0,3,76,25.3,32,0,2,0,0,0,0,0,0.0,0,0,0,0,3,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,41,0,1,1,100.0,7,0.0,4,249,0,62.2,1,3,71,23.7,0,0,0,5,222,222,52,44.4,44.4,0,1,0,1,20.0,1,20.0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,17,10,5,2,5,14,35.7,0,2,0.0,5,65,62,277,4.5,1,0,1,0,0,0,0.0,13,31,-18,0,0,0
56780,2020-09-20,17:00:00 GMT,77,LA,Los Angeles,Rams,54,PHI,Philadelphia,Eagles,1138,Lincoln Financial Field,54,PHI,Philadelphia,Eagles,43,26,60.5,43.0,242,242,5.6,5.6,242.0,0,0.0,2,4.6,25,2,0,0,0,56.5,26,26.0,121,4.6,121.0,2,15,11,42.3,0,0,1,26,242,9.3,242.0,0,25,13,2,0,0,47,62,15,1,9,0,0,0,0,0.0,0,0,16,16,1,0,1,1,2,0,1,0,1,0,3,61,20.3,45,0,3,1,0,0,0,0,0.0,0,0,0,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,38,0,1,1,100.0,7,0.0,5,321,0,64.2,4,1,19,19.0,0,0,0,2,122,113,62,61.0,56.5,0,0,0,1,50.0,1,50.0,0,1,9,9.0,1,0,0,0,1,0,0,0,0,25,13,11,1,7,12,58.3,0,1,0.0,5,30,69,363,5.3,2,0,1,0,0,0,0.0,19,37,-18,0,0,0
