#Date/Time of Update: 2023-11-19 14:45:27 GMT,#Game ID,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Team ID,#Team Abbr.,#Team City,#Team Name,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#TwoPtAtt,#TwoPtMade,#TwoPtPassAtt,#TwoPtPassMade,#TwoPtRushAtt,#TwoPtRushMade,#DefensiveTD,#FirstDownsTotal,#DefensiveTwoPt,#DefensiveXP,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential,#OffenseSnaps,#DefenseSnaps,#SpecialTeamSnaps
,71938,2022-12-18,21:05:00 GMT,50,NE,New England,Patriots,74,LV,Las Vegas,Raiders,1287,Allegiant Stadium,50,NE,New England,Patriots,31,13,41.9,31.0,112,112,3.6,3.6,112.0,0,0.0,0,0.0,39,2,0,0,0,52.1,32,32.0,206,6.4,206.0,1,34,11,34.4,3,0,1,13,104,8.0,104.0,0,39,6,2,0,0,37,70,33,3,20,0,1,1,16,16.0,16,4,21,21,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,25,8.3,17,0,0,0,1,0,0,3,3,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,1,1,100.0,54,0,1,1,100.0,10,0.0,6,357,0,59.5,0,6,145,24.2,0,0,0,6,226,193,53,37.7,32.2,1,2,0,2,33.3,0,0.0,0,3,33,11.0,1,1,1,1,0,0,1,19,0,1,6,10,3,3,13,23.1,0,0,0.0,6,30,63,318,5.0,2,0,1,0,0,0,0.000,24,30,-6,65,68,32
,72027,2022-12-18,18:00:00 GMT,68,ATL,Atlanta,Falcons,70,NO,New Orleans,Saints,1398,Caesars Superdome,70,NO,New Orleans,Saints,19,13,68.4,19.0,231,214,12.2,10.2,214.0,3,15.8,0,0.0,68,3,1,2,17,149.3,34,34.0,134,3.9,134.0,0,13,6,17.6,0,0,2,13,231,17.8,231.0,3,68,11,3,1,0,51,70,19,4,8,2,0,0,0,0.0,0,8,23,17,0,0,2,1,1,1,1,4,2,0,0,0,0.0,0,0,0,0,0,0,2,1,0.5,1,0,0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3,3,100.0,3,0.0,4,234,0,58.5,3,1,3,3.0,0,0,0,4,181,151,53,45.2,37.8,0,0,1,1,25.0,0,0.0,1,2,30,15.0,0,0,0,0,0,0,0,17,0,0,11,6,0,5,11,45.4,0,1,0.0,6,46,55,348,6.3,3,1,0,0,0,0,1.000,21,18,3,55,74,22
,72028,2022-12-18,01:20:00 GMT,53,NYG,New York,Giants,55,WAS,Washington,Commanders,1157,FedEx Field,53,NYG,New York,Giants,32,21,65.6,32.0,160,160,5.0,5.0,160.0,0,0.0,0,0.0,19,0,0,0,0,77.6,30,30.0,128,4.3,128.0,1,15,11,36.7,0,0,0,21,160,7.6,160.0,0,19,8,0,0,0,37,65,28,3,15,1,0,0,0,0.0,0,7,19,22,0,0,1,0,4,1,2,1,3,1,1,21,21.0,21,0,1,0,0,0,2,32,16.0,23,0,1,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,50,0,2,2,100.0,8,0.0,5,322,0,64.4,2,3,93,31.0,0,0,0,5,213,209,56,42.6,41.8,0,0,0,3,60.0,0,0.0,4,1,4,4.0,0,0,0,0,0,0,1,19,0,1,8,11,0,2,10,20.0,1,1,100.0,5,30,62,288,4.6,2,1,0,0,0,0,1.000,20,12,8,63,63,25
,71934,2022-12-18,18:00:00 GMT,61,DET,Detroit,Lions,51,NYJ,New York,Jets,1132,MetLife Stadium,51,NYJ,New York,Jets,35,18,51.4,35.0,317,287,9.1,7.4,287.0,2,5.7,1,2.9,50,7,2,4,30,89.8,22,22.0,50,2.3,50.0,0,6,3,13.6,0,0,0,18,317,17.6,317.0,2,50,14,7,2,0,44,66,22,0,0,3,0,0,0,0.0,0,7,20,6,0,0,1,0,0,1,0,0,1,0,3,57,19.0,26,0,2,0,0,0,1,6,6.0,6,0,0,0,2,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,1,0.0,34,0,2,2,100.0,5,0.0,3,198,0,66.0,2,1,25,25.0,0,0,0,6,300,253,55,50.0,42.2,0,1,0,1,16.7,3,50.0,1,1,47,47.0,0,0,0,0,0,0,0,18,0,0,14,3,1,7,14,50.0,1,1,100.0,2,20,61,337,5.5,2,0,1,0,0,0,0.000,17,20,-3,63,68,28
,71931,2022-12-18,18:00:00 GMT,54,PHI,Philadelphia,Eagles,60,CHI,Chicago,Bears,1098,Soldier Field,54,PHI,Philadelphia,Eagles,37,22,59.5,37.0,315,309,8.5,8.1,309.0,0,0.0,2,5.4,68,6,2,1,6,64.6,33,33.0,112,3.4,112.0,3,22,8,24.2,1,0,0,22,321,14.6,321.0,0,68,11,6,2,0,39,59,20,6,65,1,0,0,0,0.0,0,2,19,63,0,0,1,1,3,0,1,1,1,0,3,92,30.7,58,0,1,1,0,0,1,7,7.0,7,0,0,0,1,0,0,1,2,50.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0.0,0,0,0.0,32,0,2,2,100.0,5,0.0,5,322,0,64.4,3,2,53,26.5,0,0,0,2,90,66,50,45.0,33.0,0,0,0,0,0.0,0,0.0,0,2,24,12.0,1,1,0,0,1,1,0,20,0,0,11,8,1,9,16,56.2,1,2,50.0,2,25,71,421,5.9,3,1,0,0,0,0,1.000,25,20,5,73,59,25
,71930,2022-12-18,18:00:00 GMT,59,PIT,Pittsburgh,Steelers,69,CAR,Carolina,Panthers,1096,Bank of America Stadium,59,PIT,Pittsburgh,Steelers,22,17,77.3,22.0,179,169,8.1,7.4,169.0,0,0.0,0,0.0,38,1,0,1,10,100.4,45,45.0,156,3.5,156.0,3,22,13,28.9,1,0,0,17,179,10.5,179.0,0,38,9,1,0,0,25,46,21,4,37,3,0,0,0,0.0,0,2,20,44,0,0,0,0,1,0,0,0,0,0,1,17,17.0,29,0,1,0,0,0,1,5,5.0,5,0,0,0,1,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,50,0,3,3,100.0,6,0.0,5,308,0,61.6,3,2,67,33.5,0,0,0,3,136,136,54,45.3,45.3,0,1,0,0,0.0,1,33.3,1,0,0,0.0,0,0,0,0,0,0,0,22,0,0,9,13,0,12,16,75.0,0,0,0.0,7,81,68,325,4.8,3,1,0,0,0,0,1.000,24,16,8,68,46,25
,71929,2022-12-15,01:15:00 GMT,78,SF,San Francisco,49ers,79,SEA,Seattle,Seahawks,1352,Lumen Field,78,SF,San Francisco,49ers,26,17,65.4,26.0,217,211,8.4,7.8,211.0,2,7.7,0,0.0,54,3,1,1,6,117.0,34,34.0,170,5.0,170.0,1,55,7,20.6,1,1,0,17,217,12.8,217.0,2,54,8,3,1,0,44,60,16,3,31,1,0,0,0,0.0,0,7,21,34,0,0,0,0,2,0,1,40,1,0,2,67,33.5,39,0,2,0,0,0,2,17,8.5,9,0,0,0,3,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,3,3,100.0,3,0.0,4,246,0,61.5,1,3,83,27.7,0,0,0,6,253,253,46,42.2,42.2,0,0,1,3,50.0,1,16.7,4,0,0,0.0,0,0,0,0,0,0,0,15,0,0,8,7,0,6,13,46.2,0,0,0.0,7,60,61,381,6.2,3,1,0,0,0,0,1.000,21,13,8,64,64,28
,71929,2022-12-15,01:15:00 GMT,78,SF,San Francisco,49ers,79,SEA,Seattle,Seahawks,1352,Lumen Field,79,SEA,Seattle,Seahawks,44,31,70.4,44.0,238,207,5.4,4.4,207.0,1,2.3,0,0.0,33,1,0,3,31,90.9,14,14.0,70,5.0,70.0,0,18,3,21.4,0,0,0,31,238,7.7,238.0,1,33,12,1,0,0,40,68,28,1,6,1,0,0,0,0.0,0,5,16,13,0,0,2,1,0,1,0,0,1,0,3,83,27.7,31,0,3,0,0,0,0,0,0.0,0,0,0,0,4,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,51,0,1,1,100.0,7,0.0,4,258,0,64.5,2,2,67,33.5,0,0,0,7,349,332,64,49.9,47.4,0,0,1,3,42.9,1,14.3,3,2,17,8.5,0,0,0,0,0,0,0,16,0,0,12,3,1,4,13,30.8,0,0,0.0,8,79,61,277,4.5,1,0,1,0,0,0,0.000,13,21,-8,64,64,28
,71937,2022-12-18,21:25:00 GMT,57,CIN,Cincinnati,Bengals,71,TB,Tampa Bay,Buccaneers,1151,Raymond James Stadium,71,TB,Tampa Bay,Buccaneers,44,30,68.2,44.0,312,304,7.1,6.8,304.0,3,6.8,2,4.6,33,4,0,1,8,92.2,25,25.0,92,3.7,92.0,0,9,6,24.0,0,0,2,30,321,10.7,321.0,3,33,19,4,0,0,32,63,31,2,16,0,1,0,0,0.0,0,8,21,15,0,0,3,2,1,1,0,-10,1,0,3,48,16.0,22,0,2,0,0,0,2,14,7.0,9,0,0,0,1,0,0,1,2,50.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,1,0.0,21,0,2,2,100.0,5,0.0,5,268,0,53.6,2,3,48,16.0,0,1,0,1,51,51,51,51.0,51.0,0,0,0,0,0.0,0,0.0,1,0,0,0.0,1,0,1,0,0,0,0,25,0,0,18,6,1,4,12,33.3,2,3,66.7,7,58,70,396,5.7,3,0,1,0,0,0,0.000,23,34,-11,74,66,25
,71936,2022-12-18,21:25:00 GMT,67,TEN,Tennessee,Titans,75,LAC,Los Angeles,Chargers,1288,SoFi Stadium,67,TEN,Tennessee,Titans,26,18,69.2,26.0,185,157,7.1,5.2,157.0,0,0.0,1,3.8,37,2,0,4,28,73.4,27,27.0,127,4.7,127.0,2,13,9,33.3,0,0,1,18,194,10.8,194.0,0,37,8,2,0,0,47,69,22,3,22,2,2,0,3,1.5,3,6,19,32,0,0,2,0,0,2,0,0,2,0,1,6,6.0,-3,0,0,0,0,0,2,0,0.0,0,0,0,0,3,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,2,2,100.0,2,0.0,3,189,0,63.0,2,1,17,17.0,0,0,0,7,392,339,68,56.0,48.4,0,0,1,4,57.1,1,14.3,1,4,53,13.2,0,0,0,0,0,0,0,17,0,0,8,9,0,3,11,27.3,0,0,0.0,6,62,57,284,5.0,2,0,1,0,0,0,0.000,14,17,-3,62,71,27
,72028,2022-12-18,01:20:00 GMT,53,NYG,New York,Giants,55,WAS,Washington,Commanders,1157,FedEx Field,55,WAS,Washington,Commanders,29,17,58.6,29.0,249,228,8.6,7.1,228.0,1,3.4,0,0.0,61,3,1,3,21,98.2,26,26.0,159,6.1,159.0,0,19,9,34.6,0,0,2,17,249,14.6,249.0,1,61,10,3,1,0,37,65,28,0,0,3,0,0,0,0.0,0,5,16,8,0,0,4,2,1,1,0,0,1,0,3,93,31.0,43,0,3,1,0,0,1,4,4.0,4,0,0,0,4,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,51,0,0,1,0.0,6,0.0,4,256,0,64.0,3,1,21,21.0,0,0,0,4,177,145,65,44.2,36.2,0,0,2,2,50.0,0,0.0,0,2,32,16.0,0,0,0,0,0,0,0,20,0,0,10,9,1,1,10,10.0,1,2,50.0,6,40,58,387,6.7,1,0,1,0,0,0,0.000,12,20,-8,63,63,25
